inspection_id,container_no_raw,inspection_time,facility,damage_code,component,severity,estimated_cost,currency,inspector_id,photo_ref,remarks,source
INSP6151002,MSCU5875736,2026-01-11T19:29:00.000000,CT01-B-05-2,SC,FLOOR,MINOR,381.05,USD,EMP903,img_3501.jpg,Scratches,paper_form
INSP2544666,MSCU5456268,2026-01-08T12:25:00.000000,CT01-A-12-1,BR,FLOOR,MAJOR,271.06,USD,EMP806,img_9675.jpg,Scratches,paper_form
INSP3786111,MSCU5456268,2026-01-14T19:00:00.000000,CT01-Yard-A,BR,FLOOR,MINOR,427.15,USD,EMP518,img_3674.jpg,,paper_form
INSP8609900,HLCU7145847,2026-01-05T04:53:00.000000,CT01-Yard-A,BR,FRAME,CRITICAL,271.61,USD,EMP113,img_4543.jpg,Bent frame,mobile_app
INSP9554351,HLCU7145847,2026-01-05T04:53:00.000000,CT01-A-12-1,D1,DOOR,MAJOR,85.56,USD,EMP592,img_4387.jpg,Scratches,tablet
INSP9885325,HLCU5976587,2026-01-14T00:46:00.000000,CT01-Yard-A,FL,DOOR,NO_DEFECT,282.56,USD,EMP698,img_7596.jpg,,mobile_app
INSP6607135,HLCU5976587,2026-01-13T02:29:35.577605,CT03-Depot,D2,DOOR,NO_DEFECT,296.76,USD,EMP481,img_7499.jpg,Bent frame,tablet
INSP2345908,HLCU5976587,2026-01-14T00:46:00.000000,CT03-Depot,D2,FRAME,CRITICAL,292.6,USD,EMP281,img_3613.jpg,Scratches,tablet
INSP8064858,HLCU3210276,2025-12-30T12:17:00.000000,CT04-B-10-3,SC,FLOOR,MAJOR,175.25,USD,EMP431,img_9445.jpg,Scratches,mobile_app
INSP1638012,TCNU5564552,2026-01-13T08:46:00.000000,CT03-A-01-1,BR,FLOOR,MINOR,424.4,USD,EMP156,img_5047.jpg,,paper_form
INSP5175450,TCNU5564552,2026-01-12T18:50:00.000000,CT02-C-20-4,D1,FRAME,MINOR,284.06,USD,EMP710,img_5270.jpg,Hole found,paper_form
INSP5136833,TCNU8842799,2025-12-28T09:12:00.000000,CT03-A-01-1,D1,SIDE,MINOR,454.86,USD,EMP983,img_4953.jpg,Hole found,paper_form
INSP2741752,TCNU8842799,2025-12-15T06:59:00.000000,CT04-B-10-3,SC,ROOF,CRITICAL,492.23,USD,EMP116,img_6921.jpg,Bent frame,tablet
INSP3070130,MSCU2840363,2025-12-27T10:19:44.682622,CT03-A-01-1,H1,ROOF,CRITICAL,427.58,USD,EMP443,img_5555.jpg,Scratches,mobile_app
INSP4163561,MSCU2840363,2025-12-23T06:22:00.000000,CT01-B-05-2,D2,SIDE,NO_DEFECT,190.33,USD,EMP167,img_3635.jpg,Hole found,paper_form
INSP2856550,MSCU2840363,2025-12-30T19:44:00.000000,CT01-Yard-A,D2,FRAME,CRITICAL,143.64,USD,EMP220,img_2573.jpg,Bent frame,tablet
INSP7626998,MSCU2840363,2025-12-23T22:37:43.121748,CT03-A-01-1,D1,DOOR,CRITICAL,361.69,USD,EMP475,img_6648.jpg,Hole found,paper_form
INSP5021029,CXDU3886951,2026-01-08T04:48:00.000000,CT04-B-10-3,H1,DOOR,MINOR,265.8,USD,EMP160,img_5652.jpg,Scratches,paper_form
INSP3078993,CXDU3886951,2026-01-01T11:18:00.000000,CT01-Yard-A,D2,DOOR,MINOR,487.16,USD,EMP164,img_2202.jpg,Hole found,paper_form
INSP5476229,HLCU6306307,2026-01-18T09:57:00.000000,CT02-C-20-4,D2,SIDE,CRITICAL,364.11,USD,EMP766,img_7992.jpg,Bent frame,paper_form
INSP7027261,HLCU6306307,2026-01-19T03:56:00.000000,CT02-C-20-4,BR,DOOR,CRITICAL,,USD,EMP283,img_5338.jpg,,mobile_app
INSP7682825,HLCU6306307,2026-01-18T18:31:45.187880,CT04-B-10-3,H1,ROOF,MAJOR,71.03,USD,EMP616,img_7835.jpg,,mobile_app
INSP3614789,CXDU3500339,2025-12-16T10:51:00.000000,CT03-Depot,FL,ROOF,MAJOR,187.23,USD,EMP212,img_9398.jpg,,paper_form
INSP8686750,CXDU3500339,2026-01-14T07:04:00.000000,CT04-B-10-3,SC,FLOOR,MINOR,320.68,USD,EMP816,img_5496.jpg,,paper_form
INSP3932040,PONU8455816,2026-01-16T12:42:00.000000,CT04-Terminal,BR,SIDE,MAJOR,129.14,USD,EMP234,img_4419.jpg,,mobile_app
INSP1678461,PONU8455816,2026-01-15T20:00:00.000000,CT04-B-10-3,H1,DOOR,MAJOR,313.4,USD,EMP829,img_4821.jpg,Bent frame,tablet
INSP8303754,HLCU5149397,2026-01-09T23:02:00.000000,CT04-Terminal,D2,DOOR,NO_DEFECT,242.44,USD,EMP895,img_7836.jpg,,paper_form
INSP2225774,HLCU5149397,2026-01-06T05:20:56.505292,CT02-C-20-4,BR,DOOR,MINOR,428.62,USD,EMP659,img_6508.jpg,Scratches,paper_form
INSP1666662,HLCU5149397,2026-01-08T15:12:48.896797,CT04-B-10-3,D1,FRAME,CRITICAL,64.38,USD,EMP842,img_1169.jpg,,tablet
INSP9459623,MSCU1825132,2026-01-16T10:04:00.000000,CT01-Yard-A,FL,ROOF,CRITICAL,339.08,USD,EMP585,img_8881.jpg,Scratches,mobile_app
INSP3170846,MSCU1825132,2026-01-17T23:52:00.000000,CT04-B-10-3,FL,FRAME,MAJOR,271.94,USD,EMP716,img_2252.jpg,,mobile_app
INSP4216240,CXDU1417803,2026-01-09T02:10:00.000000,CT03-Depot,SC,FRAME,NO_DEFECT,51.13,USD,EMP387,img_8651.jpg,,mobile_app
INSP5207260,CXDU1417803,2026-01-09T02:10:00.000000,CT03-Depot,D2,DOOR,NO_DEFECT,374.68,USD,EMP889,img_6570.jpg,,tablet
INSP7631013,CXDU1417803,2026-01-08T16:15:53.821815,CT01-A-12-1,FL,FLOOR,MINOR,195.06,USD,EMP678,img_1608.jpg,,mobile_app
INSP8044726,HLCU5345854,2025-12-30T11:12:00.000000,CT03-Depot,FL,FRAME,MINOR,378.51,USD,EMP461,img_2058.jpg,,mobile_app
INSP8985458,HLCU5345854,2026-01-23T22:42:00.000000,CT01-B-05-2,FL,ROOF,NO_DEFECT,73.32,USD,EMP249,img_8548.jpg,Scratches,paper_form
INSP8056742,TCNU8864923,2026-01-03T17:20:00.000000,CT04-B-10-3,BR,FRAME,MINOR,250.43,USD,EMP725,img_9965.jpg,,tablet
INSP4805425,TCNU8864923,2026-01-03T17:20:00.000000,CT03-Depot,SC,SIDE,MAJOR,110.55,USD,EMP742,img_4354.jpg,Bent frame,tablet
INSP7890542,HLCU2052747,2026-01-18T00:02:00.000000,CT02-Yard-B,D1,ROOF,CRITICAL,294.7,USD,EMP723,img_4433.jpg,,mobile_app
INSP3841145,HLCU2052747,2026-01-18T00:02:00.000000,CT02-C-20-4,SC,SIDE,MINOR,101.43,USD,EMP594,img_5057.jpg,Hole found,mobile_app
INSP6242932,TCNU3252055,2026-01-10T01:37:11.325317,CT04-B-10-3,D2,FRAME,NO_DEFECT,211.59,USD,EMP759,img_7639.jpg,Bent frame,tablet
INSP9900293,TCNU3252055,2026-01-12T04:09:08.181818,CT01-B-05-2,SC,FLOOR,MAJOR,118.12,USD,EMP944,img_1990.jpg,Hole found,paper_form
INSP7629082,TCNU3252055,2026-01-12T15:06:00.000000,CT04-Terminal,SC,SIDE,NO_DEFECT,476.76,USD,EMP575,img_5422.jpg,,paper_form
INSP7633375,TCNU3252055,2026-01-09T06:49:00.000000,CT03-Depot,FL,ROOF,MINOR,322.96,USD,EMP123,img_4063.jpg,Scratches,mobile_app
INSP5911491,HLCU2641828,2025-12-21T16:54:00.000000,CT03-Depot,H1,SIDE,MINOR,395.49,USD,EMP977,img_5069.jpg,,mobile_app
INSP1638670,CXDU2361120,2026-01-17T14:19:00.000000,CT03-Depot,SC,FRAME,CRITICAL,471.04,USD,EMP152,img_6339.jpg,Bent frame,mobile_app
INSP6164438,CXDU2361120,2026-01-16T00:26:00.000000,CT04-B-10-3,D2,SIDE,MAJOR,404.22,USD,EMP863,img_8322.jpg,Scratches,paper_form
INSP1438725,CXDU7249235,2025-12-26T04:15:00.000000,CT02-C-20-4,D2,FRAME,NO_DEFECT,407.58,USD,EMP187,img_4720.jpg,Bent frame,mobile_app
INSP9755104,CXDU7249235,2025-12-17T03:17:00.000000,CT04-Terminal,BR,ROOF,MINOR,109.94,USD,EMP603,img_3377.jpg,Scratches,mobile_app
INSP2292737,PONU6729741,2026-01-21T01:51:00.000000,CT03-Depot,D2,SIDE,NO_DEFECT,148.54,USD,EMP383,img_8946.jpg,Bent frame,paper_form
INSP7776026,PONU6729741,2026-01-24T21:01:00.000000,CT01-B-05-2,BR,ROOF,CRITICAL,460.42,USD,EMP606,img_6770.jpg,,tablet
INSP8842500,CXDU1798793,2026-01-11T22:26:00.000000,CT03-Depot,H1,SIDE,MAJOR,273.09,USD,EMP342,img_6596.jpg,Bent frame,tablet
INSP8659997,CXDU1798793,2026-01-14T22:42:00.000000,CT03-A-01-1,D1,FRAME,MAJOR,411.45,USD,EMP359,img_8001.jpg,Hole found,paper_form
INSP9856414,TCNU5183269,2026-01-22T05:33:00.000000,CT01-A-12-1,FL,DOOR,MINOR,,USD,EMP133,img_7087.jpg,,paper_form
INSP4957549,TCNU5183269,2026-01-22T05:34:00.000000,CT01-A-12-1,D2,FRAME,MAJOR,279.34,USD,EMP255,img_9153.jpg,Scratches,paper_form
INSP7045461,TCNU7882957,2026-01-07T08:18:33.934219,CT01-A-12-1,SC,FRAME,CRITICAL,167.07,USD,EMP178,img_8331.jpg,,tablet
INSP8970183,TCNU7882957,2026-01-08T09:19:00.000000,CT01-B-05-2,FL,ROOF,CRITICAL,485.77,USD,EMP557,img_8775.jpg,,paper_form
INSP2733796,TCNU7882957,2026-01-08T04:05:36.125974,CT02-Yard-B,D2,FLOOR,NO_DEFECT,,USD,EMP713,img_5868.jpg,Scratches,paper_form
INSP1378578,TCNU9539991,2026-01-13T18:10:00.000000,CT02-C-20-4,FL,FLOOR,NO_DEFECT,390.17,USD,EMP760,img_8190.jpg,Scratches,paper_form
INSP9586611,TCNU9539991,2026-01-09T16:52:00.000000,CT04-B-10-3,BR,FRAME,NO_DEFECT,76.85,USD,EMP433,img_6430.jpg,Scratches,mobile_app
INSP4925759,MSCU5213280,2025-12-28T12:10:00.000000,CT02-Yard-B,D2,DOOR,CRITICAL,,USD,EMP110,img_8217.jpg,,tablet
INSP3929335,MSCU5213280,2025-12-31T16:00:00.000000,CT03-A-01-1,D1,ROOF,MINOR,221.19,USD,EMP755,img_9958.jpg,Bent frame,tablet
INSP8361984,CXDU3783617,2026-01-21T09:59:00.000000,CT03-Depot,FL,FLOOR,MINOR,494.06,USD,EMP145,img_2008.jpg,Bent frame,mobile_app
INSP2053453,CXDU3783617,2026-01-20T15:22:00.000000,CT01-Yard-A,BR,FLOOR,NO_DEFECT,,USD,EMP411,img_4172.jpg,Scratches,paper_form
INSP9765033,PONU7082917,2026-01-12T18:48:00.000000,CT04-B-10-3,BR,SIDE,CRITICAL,291.93,USD,EMP887,img_4993.jpg,Scratches,paper_form
INSP4190799,PONU7082917,2026-01-12T18:48:00.000000,CT02-C-20-4,D1,FRAME,MINOR,412.62,USD,EMP815,img_6045.jpg,Scratches,tablet
INSP1505586,PONU7082917,2026-01-06T14:04:00.000000,CT01-Yard-A,H1,FLOOR,CRITICAL,390.27,USD,EMP133,img_1633.jpg,Hole found,tablet
INSP8012623,MSCU9119382,2026-01-18T09:28:56.097137,CT01-Yard-A,SC,ROOF,NO_DEFECT,495.17,USD,EMP606,img_2840.jpg,,mobile_app
INSP7317133,MSCU9119382,2026-01-10T07:52:00.000000,CT04-Terminal,D1,DOOR,NO_DEFECT,260,USD,EMP194,img_8421.jpg,Hole found,mobile_app
INSP9540276,MSCU9119382,2026-01-18T12:54:00.000000,CT03-A-01-1,FL,SIDE,MINOR,189.04,USD,EMP430,img_3966.jpg,,tablet
INSP7300704,CXDU2931979,2025-12-23T22:06:00.000000,CT02-Yard-B,D2,ROOF,MAJOR,437.77,USD,EMP886,img_6006.jpg,,paper_form
INSP4899635,CXDU2931979,2026-01-20T16:49:00.000000,CT03-A-01-1,SC,FRAME,CRITICAL,161.63,USD,EMP589,img_2634.jpg,,tablet
INSP7509821,CXDU3567394,2026-01-04T02:23:00.000000,CT01-Yard-A,BR,DOOR,MINOR,137.42,USD,EMP183,img_9823.jpg,Scratches,tablet
INSP8883324,CXDU3567394,2026-01-03T04:29:00.000000,CT03-Depot,BR,FRAME,MAJOR,60.24,USD,EMP858,img_4427.jpg,Scratches,tablet
INSP1477394,PONU5739535,2026-01-17T21:35:29.847653,CT01-B-05-2,D1,DOOR,CRITICAL,430.52,USD,EMP303,img_9260.jpg,,tablet
INSP7886192,PONU5739535,2026-01-17T21:36:00.000000,CT01-Yard-A,D2,FRAME,MAJOR,227.07,USD,EMP884,img_3385.jpg,,paper_form
INSP3970392,PONU5739535,2026-01-17T21:35:00.000000,CT03-A-01-1,BR,ROOF,NO_DEFECT,111.63,USD,EMP609,img_3435.jpg,Bent frame,mobile_app
INSP4849462,TCNU8903237,2026-01-09T08:36:00.000000,CT02-Yard-B,H1,DOOR,MAJOR,146.75,USD,EMP462,img_9339.jpg,,mobile_app
INSP1244715,TCNU8903237,2026-01-18T01:04:00.000000,CT04-Terminal,D2,DOOR,CRITICAL,407.35,USD,EMP245,img_3475.jpg,Hole found,paper_form
INSP9383219,CXDU1861593,2026-01-13T06:51:00.000000,CT04-Terminal,FL,DOOR,CRITICAL,173.13,USD,EMP898,img_8102.jpg,Bent frame,mobile_app
INSP2211594,CXDU1861593,2026-01-10T10:57:08.140728,CT01-B-05-2,FL,SIDE,CRITICAL,259.57,USD,EMP891,img_2557.jpg,Hole found,mobile_app
INSP3528398,CXDU1861593,2026-01-08T20:30:26.918592,CT01-A-12-1,D2,FLOOR,NO_DEFECT,181.41,USD,EMP176,img_8147.jpg,Bent frame,paper_form
INSP7221449,CXDU1861593,2025-12-21T18:39:14.836767,CT01-A-12-1,BR,DOOR,MINOR,221.9,USD,EMP301,img_5693.jpg,Bent frame,paper_form
INSP9609392,PONU7945415,2025-12-20T21:37:00.000000,CT04-Terminal,D2,FLOOR,CRITICAL,208.79,USD,EMP697,img_2115.jpg,,paper_form
INSP3158017,PONU7945415,2026-01-01T07:27:00.000000,CT03-Depot,SC,ROOF,NO_DEFECT,404.55,USD,EMP573,img_4669.jpg,Scratches,paper_form
INSP9638103,PONU2882457,2026-01-22T21:43:00.000000,CT04-Terminal,H1,FRAME,NO_DEFECT,305.97,USD,EMP753,img_7154.jpg,Scratches,paper_form
INSP8814996,PONU2882457,2026-01-01T02:43:00.000000,CT01-B-05-2,D1,ROOF,MINOR,80.22,USD,EMP330,img_7565.jpg,Hole found,mobile_app
INSP4410000,PONU5464125,2026-01-24T11:58:00.000000,CT01-A-12-1,D2,ROOF,MINOR,449.33,USD,EMP732,img_6389.jpg,Hole found,mobile_app
INSP1781347,PONU5464125,2026-01-14T16:56:00.000000,CT04-B-10-3,FL,FLOOR,MINOR,198.74,USD,EMP766,img_4491.jpg,,paper_form
INSP7457591,CXDU5280664,2026-01-08T02:32:00.000000,CT02-Yard-B,D1,DOOR,MAJOR,68.63,USD,EMP804,img_2025.jpg,Hole found,mobile_app
INSP7921247,CXDU5280664,2025-12-27T16:56:00.000000,CT01-A-12-1,D2,ROOF,NO_DEFECT,382.11,USD,EMP773,img_7033.jpg,Scratches,paper_form
INSP4794831,CXDU9215130,2026-01-12T17:30:00.000000,CT01-A-12-1,H1,SIDE,MINOR,197.64,USD,EMP784,img_2576.jpg,Bent frame,mobile_app
INSP1422499,CXDU9215130,2026-01-11T10:21:00.000000,CT04-Terminal,SC,FRAME,MINOR,344.95,USD,EMP654,img_3410.jpg,Bent frame,mobile_app
INSP7422792,CXDU9215130,2026-01-12T01:59:44.931799,CT01-Yard-A,SC,ROOF,MAJOR,365.93,USD,EMP351,img_7018.jpg,Hole found,mobile_app
INSP7698858,MSCU7148103,2025-12-25T13:36:00.000000,CT03-Depot,BR,FLOOR,NO_DEFECT,444.68,USD,EMP651,img_1373.jpg,Bent frame,mobile_app
INSP1874440,MSCU7148103,2026-01-16T18:48:00.000000,CT02-C-20-4,D2,FLOOR,CRITICAL,298.15,USD,EMP947,img_2650.jpg,Hole found,tablet
INSP1159092,CXDU5898527,2026-01-04T10:05:00.000000,CT02-C-20-4,H1,FLOOR,NO_DEFECT,201.75,USD,EMP394,img_7896.jpg,,paper_form
INSP1082837,TCNU9570576,2026-01-13T11:56:00.000000,CT04-Terminal,BR,DOOR,CRITICAL,132.1,USD,EMP673,img_1951.jpg,Hole found,paper_form
INSP5575014,TCNU9570576,2026-01-22T23:53:00.000000,CT03-A-01-1,D1,SIDE,MAJOR,487.16,USD,EMP483,img_9473.jpg,Bent frame,tablet
INSP9281688,MSCU1075691,2026-01-10T16:23:00.000000,CT02-Yard-B,H1,SIDE,MINOR,461.66,USD,EMP286,img_5204.jpg,,mobile_app
INSP4955995,MSCU1075691,2026-01-09T11:14:00.000000,CT03-Depot,D2,SIDE,NO_DEFECT,431.41,USD,EMP889,img_2211.jpg,,paper_form
INSP7060146,PONU3843472,2025-12-30T07:12:00.000000,CT03-Depot,D1,FLOOR,MAJOR,384.12,USD,EMP658,img_7131.jpg,,tablet
INSP7893109,PONU3843472,2026-01-02T07:36:00.000000,CT02-Yard-B,FL,SIDE,CRITICAL,342.51,USD,EMP637,img_9699.jpg,,paper_form
INSP8126801,CXDU6667210,2026-01-01T15:30:00.000000,CT02-C-20-4,D1,SIDE,NO_DEFECT,171.75,USD,EMP225,img_2940.jpg,,mobile_app
INSP7463485,CXDU6667210,2026-01-09T09:09:00.000000,CT03-Depot,D1,FRAME,NO_DEFECT,,USD,EMP348,img_4893.jpg,,tablet
INSP6436947,PONU9542016,2026-01-10T07:54:00.000000,CT03-Depot,D1,ROOF,NO_DEFECT,475,USD,EMP857,img_9219.jpg,,paper_form
INSP8559999,PONU9542016,2026-01-16T14:50:00.000000,CT01-Yard-A,SC,ROOF,CRITICAL,315.68,USD,EMP923,img_3455.jpg,,mobile_app
INSP2809532,PONU9542016,2026-01-14T05:18:31.075347,CT02-Yard-B,H1,ROOF,NO_DEFECT,92.37,USD,EMP125,img_8577.jpg,,tablet
INSP4062251,HLCU8127447,2026-01-17T22:08:00.000000,CT01-Yard-A,D1,FRAME,NO_DEFECT,78.79,USD,EMP748,img_2248.jpg,,paper_form
INSP4256384,HLCU8127447,2026-01-17T22:08:00.000000,CT04-Terminal,BR,FRAME,MAJOR,386.96,USD,EMP223,img_3353.jpg,Bent frame,tablet
INSP6203128,HLCU9773600,2026-01-02T06:14:00.000000,CT03-Depot,BR,SIDE,CRITICAL,244.41,USD,EMP720,img_4317.jpg,Bent frame,tablet
INSP9415830,HLCU9773600,2026-01-01T09:15:00.000000,CT01-A-12-1,D2,SIDE,MINOR,428.62,USD,EMP443,img_8228.jpg,,mobile_app
INSP3740839,HLCU2529807,2026-01-25T07:08:00.000000,CT02-C-20-4,H1,FLOOR,MAJOR,434.82,USD,EMP779,img_6599.jpg,Bent frame,mobile_app
INSP8326638,HLCU2529807,2026-01-25T07:08:00.000000,CT01-A-12-1,H1,FLOOR,MAJOR,201.61,USD,EMP119,img_5722.jpg,,mobile_app
INSP3650807,TCNU3573365,2026-01-20T14:57:00.000000,CT04-Terminal,SC,DOOR,MINOR,228.14,USD,EMP705,img_4065.jpg,Scratches,mobile_app
INSP4848728,TCNU3573365,2026-01-20T14:58:00.000000,CT01-A-12-1,D1,FRAME,CRITICAL,296.66,USD,EMP274,img_8679.jpg,Bent frame,mobile_app
INSP8282177,TCNU8825123,2026-01-19T21:00:00.000000,CT01-Yard-A,H1,FLOOR,MINOR,366.96,USD,EMP735,img_6829.jpg,Scratches,mobile_app
INSP8180123,TCNU8825123,2026-01-14T11:55:00.000000,CT02-C-20-4,SC,FRAME,NO_DEFECT,352.09,USD,EMP635,img_2331.jpg,Scratches,mobile_app
INSP2694544,PONU5537129,2026-01-02T19:42:00.000000,CT03-Depot,FL,FLOOR,NO_DEFECT,444.86,USD,EMP917,img_2944.jpg,Hole found,mobile_app
INSP5650754,PONU5537129,2026-01-01T09:55:00.000000,CT01-A-12-1,BR,DOOR,NO_DEFECT,151.71,USD,EMP836,img_3116.jpg,Scratches,mobile_app
INSP8628868,CXDU4769211,2026-01-03T15:14:00.000000,CT04-B-10-3,FL,FRAME,NO_DEFECT,380.62,USD,EMP261,img_8500.jpg,,paper_form
INSP3797783,CXDU4769211,2026-01-03T15:14:00.000000,CT02-C-20-4,D1,FRAME,NO_DEFECT,397.46,USD,EMP881,img_4279.jpg,Hole found,tablet
INSP1301994,PONU2927231,2026-01-02T11:45:00.000000,CT01-A-12-1,SC,FRAME,MAJOR,93.3,USD,EMP240,img_6711.jpg,Hole found,paper_form
INSP7027931,PONU2927231,2026-01-02T11:45:00.000000,CT03-Depot,FL,FLOOR,CRITICAL,429.25,USD,EMP859,img_9429.jpg,Hole found,mobile_app
INSP8011216,MSCU1077947,2026-01-25T14:07:00.000000,CT04-B-10-3,D1,SIDE,NO_DEFECT,440.7,USD,EMP644,img_9975.jpg,Scratches,tablet
INSP2831159,MSCU1077947,2026-01-25T14:07:00.000000,CT03-A-01-1,D2,ROOF,NO_DEFECT,209,USD,EMP700,img_5046.jpg,Hole found,paper_form
INSP3519190,CXDU2046060,2026-01-09T14:30:04.173795,CT02-C-20-4,SC,DOOR,NO_DEFECT,299.24,USD,EMP910,img_6014.jpg,,paper_form
INSP4754900,CXDU2046060,2026-01-15T20:27:00.000000,CT04-Terminal,FL,SIDE,MINOR,422.14,USD,EMP112,img_8591.jpg,,paper_form
INSP8127668,CXDU2046060,2025-12-27T15:30:00.000000,CT01-B-05-2,D2,SIDE,MINOR,56.21,USD,EMP922,img_4469.jpg,Scratches,paper_form
INSP2891388,PONU2429296,2026-01-08T02:32:00.000000,CT02-C-20-4,FL,ROOF,NO_DEFECT,227.94,USD,EMP904,img_3429.jpg,Bent frame,paper_form
INSP3637126,PONU2429296,2026-01-06T09:17:00.000000,CT03-A-01-1,D1,SIDE,MINOR,115.82,USD,EMP955,img_2780.jpg,,paper_form
INSP8744841,CXDU6306851,2026-01-15T18:30:00.000000,CT01-B-05-2,FL,SIDE,NO_DEFECT,231.5,USD,EMP275,img_5721.jpg,Hole found,mobile_app
INSP4380898,CXDU6306851,2026-01-17T08:25:00.000000,CT02-C-20-4,D1,FLOOR,MAJOR,223.29,USD,EMP624,img_3793.jpg,,mobile_app
INSP6086273,PONU5552983,2026-01-25T21:15:00.000000,CT03-Depot,BR,DOOR,MAJOR,442.19,USD,EMP225,img_1256.jpg,,mobile_app
INSP5750369,PONU5552983,2026-01-25T21:15:00.000000,CT02-Yard-B,D1,SIDE,NO_DEFECT,313.11,USD,EMP536,img_8519.jpg,,tablet
INSP8060581,HLCU7593182,2026-01-23T16:31:00.000000,CT01-A-12-1,D2,FLOOR,MAJOR,234.18,USD,EMP953,img_7904.jpg,Bent frame,paper_form
INSP7112322,HLCU7593182,2026-01-23T16:31:00.000000,CT02-C-20-4,BR,ROOF,NO_DEFECT,376.45,USD,EMP237,img_6041.jpg,Bent frame,tablet
INSP8306806,CXDU7867796,2025-12-18T08:31:00.000000,CT04-Terminal,H1,FLOOR,NO_DEFECT,366.27,USD,EMP305,img_7256.jpg,,paper_form
INSP9775997,CXDU7867796,2026-01-20T18:59:00.000000,CT04-B-10-3,D2,FRAME,MINOR,148.29,USD,EMP934,img_6573.jpg,,mobile_app
INSP5000736,PONU6795993,2026-01-03T04:15:00.000000,CT04-B-10-3,SC,DOOR,CRITICAL,86.27,USD,EMP215,img_6713.jpg,,paper_form
INSP6874520,PONU6795993,2026-01-03T04:15:00.000000,CT03-Depot,D2,SIDE,CRITICAL,263.33,USD,EMP562,img_4477.jpg,,paper_form
INSP8842437,PONU6207609,2026-01-14T18:47:00.000000,CT03-Depot,SC,FRAME,MINOR,477.88,USD,EMP928,img_9359.jpg,Scratches,paper_form
INSP7973662,TCNU7057542,2026-01-23T18:15:00.000000,CT04-Terminal,FL,FLOOR,MINOR,487.17,USD,EMP582,img_2621.jpg,,paper_form
INSP8883472,TCNU7057542,2026-01-23T18:16:00.000000,CT04-Terminal,FL,ROOF,CRITICAL,435.92,USD,EMP732,img_1705.jpg,Hole found,mobile_app
INSP4434754,TCNU7057542,2026-01-23T18:16:00.000000,CT04-B-10-3,D2,FLOOR,MAJOR,347.92,USD,EMP226,img_4172.jpg,Hole found,mobile_app
INSP4359571,TCNU8175719,2026-01-25T11:29:00.000000,CT01-A-12-1,D1,DOOR,CRITICAL,481.72,USD,EMP283,img_3551.jpg,Scratches,paper_form
INSP2581284,TCNU8175719,2025-12-22T18:20:00.000000,CT04-Terminal,FL,DOOR,MINOR,467.13,USD,EMP418,img_5341.jpg,,mobile_app
INSP1002460,TCNU8260864,2026-01-17T17:58:00.000000,CT04-Terminal,D2,FLOOR,MINOR,,USD,EMP400,img_9626.jpg,Scratches,mobile_app
INSP5806737,TCNU8260864,2026-01-10T06:24:00.000000,CT02-C-20-4,H1,DOOR,NO_DEFECT,372.31,USD,EMP755,img_5336.jpg,Scratches,paper_form
INSP8209622,MSCU4773733,2025-12-28T05:41:00.000000,CT04-Terminal,BR,ROOF,MINOR,72.33,USD,EMP560,img_2469.jpg,,mobile_app
INSP4566372,MSCU4773733,2026-01-03T19:14:00.000000,CT03-Depot,D1,DOOR,MINOR,,USD,EMP206,img_6395.jpg,Hole found,paper_form
INSP4010613,PONU9092128,2025-12-23T12:47:00.000000,CT04-B-10-3,D2,FLOOR,NO_DEFECT,50.74,USD,EMP367,img_2666.jpg,Bent frame,paper_form
INSP1932285,HLCU8019665,2025-12-31T10:47:00.000000,CT01-A-12-1,BR,ROOF,CRITICAL,324.73,USD,EMP609,img_4349.jpg,,mobile_app
INSP2405160,HLCU8019665,2025-12-31T10:46:00.000000,CT03-Depot,BR,FRAME,MAJOR,372.68,USD,EMP128,img_3952.jpg,,mobile_app
INSP5811076,HLCU6035828,2026-01-02T13:02:00.000000,CT01-Yard-A,FL,ROOF,NO_DEFECT,338.12,USD,EMP537,img_5841.jpg,,mobile_app
INSP2191464,HLCU6035828,2026-01-11T20:21:00.000000,CT02-C-20-4,D2,FRAME,MINOR,347.23,USD,EMP513,img_3083.jpg,,paper_form
INSP5507770,PONU5463565,2026-01-17T05:15:00.000000,CT01-A-12-1,FL,ROOF,MAJOR,249.83,USD,EMP327,img_7110.jpg,,mobile_app
INSP5427687,CXDU9437050,2026-01-12T11:24:00.000000,CT04-B-10-3,SC,DOOR,CRITICAL,124.81,USD,EMP126,img_4528.jpg,,paper_form
INSP9261975,CXDU9437050,2026-01-11T08:22:00.000000,CT01-B-05-2,SC,FRAME,MINOR,101.29,USD,EMP898,img_3399.jpg,Bent frame,tablet
INSP7429237,HLCU9355042,2026-01-21T01:43:00.000000,CT02-C-20-4,H1,FRAME,MINOR,376.86,USD,EMP915,img_3466.jpg,Scratches,mobile_app
INSP1191808,HLCU9355042,2026-01-14T13:30:00.000000,CT01-Yard-A,FL,FRAME,MINOR,305.15,USD,EMP651,img_4158.jpg,Bent frame,paper_form
INSP2639594,PONU2413081,2025-12-30T14:05:00.000000,CT01-A-12-1,BR,FLOOR,NO_DEFECT,314.4,USD,EMP997,img_9520.jpg,,mobile_app
INSP6412314,PONU2413081,2026-01-15T23:25:00.000000,CT04-B-10-3,BR,DOOR,NO_DEFECT,251.4,USD,EMP433,img_2364.jpg,,mobile_app
INSP3320436,HLCU6991258,2026-01-20T07:24:00.000000,CT04-B-10-3,FL,FLOOR,NO_DEFECT,430.41,USD,EMP344,img_9583.jpg,,paper_form
