"event_type","event_time","container_no_raw","type_raw","remark_raw","cost","currency","facility","source_file","source_row"
"CLEANING","2026-01-13T00:43:28.100000","PONU8411692","STEAM","OIL STAIN","31.26","USD","CT02-Yard-B","cleaning_log_2024.csv","21431"
"CLEANING","2026-01-14T00:39:57.200000","PONU8411692","SWEEP","DIRTY FLOOR","41.71","USD","CT01-Yard-A","cleaning_log_2024.csv","15061"
"CLEANING","2026-01-05T00:06:57.300000","TCNU9024570","SWEEP","","74.43","USD","CT04-Terminal","cleaning_log_2024.csv","15063"
"CLEANING","2026-01-18T00:17:53.000000","HLCU7983639","WATER","ODOR","33.37","USD","CT01-B-05-2","cleaning_log_2024.csv","15076"
"CLEANING","2026-01-19T00:45:49.400000","HLCU7983639","WATER","DIRTY FLOOR","29.2","USD","CT01-Yard-A","cleaning_log_2024.csv","19620"
"CLEANING","2025-12-31T00:12:54.000000","TCNU4787835","CHEMICAL","DIRTY FLOOR","69.52","USD","CT01-B-05-2","cleaning_log_2024.csv","15085"
"CLEANING","2026-01-02T00:44:20.100000","TCNU4787835","SWEEP","OIL STAIN","45.43","USD","CT04-Terminal","cleaning_log_2024.csv","15696"
"CLEANING","2025-12-25T00:27:31.300000","MSCU4898346","CHEMICAL","ODOR","32.48","USD","CT04-Terminal","cleaning_log_2024.csv","15105"
"CLEANING","2025-12-31T00:51:36.500000","MSCU4898346","STEAM","DIRTY FLOOR","100.53","USD","CT01-Yard-A","cleaning_log_2024.csv","19605"
"CLEANING","2026-01-09T00:35:16.500000","PONU2970589","WATER","OIL STAIN","109.9","USD","CT02-Yard-B","cleaning_log_2024.csv","15106"
"CLEANING","2025-12-20T00:17:58.600000","CXDU2544394","SWEEP","OIL STAIN","114.22","USD","CT04-Terminal","cleaning_log_2024.csv","15116"
"CLEANING","2026-01-11T00:43:17.300000","TCNU7133343","CHEMICAL","","100.26","USD","CT01-Yard-A","cleaning_log_2024.csv","15117"
"CLEANING","2025-12-31T00:20:33.400000","TCNU6720308","CHEMICAL","","31.72","USD","CT04-B-10-3","cleaning_log_2024.csv","16229"
"CLEANING","2026-01-02T00:10:54.200000","TCNU6720308","CHEMICAL","ODOR","97.09","USD","CT01-Yard-A","cleaning_log_2024.csv","15121"
"CLEANING","2025-12-26T00:13:47.300000","HLCU4429645","SWEEP","DIRTY FLOOR","74.11","USD","CT01-B-05-2","cleaning_log_2024.csv","15132"
"CLEANING","2025-12-31T00:21:18.900000","PONU9578817","WATER","","33.06","USD","CT01-A-12-1","cleaning_log_2024.csv","15135"
"CLEANING","2026-01-01T00:00:10.300000","PONU9578817","SWEEP","DIRTY FLOOR","87.93","USD","CT04-Terminal","cleaning_log_2024.csv","19845"
"CLEANING","2026-01-22T00:44:26.400000","MSCU9241582","CHEMICAL","DIRTY FLOOR","48.31","USD","CT02-C-20-4","cleaning_log_2024.csv","15152"
"CLEANING","2026-01-21T14:32:00.000000","MSCU9241582","STEAM","OIL STAIN","36.07","USD","CT04-Terminal","cleaning_log_2024.csv","22749"
"CLEANING","2026-01-01T00:28:26.400000","MSCU3045702","SWEEP","ODOR","101.85","USD","CT01-Yard-A","cleaning_log_2024.csv","15156"
"CLEANING","2026-01-04T00:23:50.100000","MSCU8322838","STEAM","","110.38","USD","CT01-Yard-A","cleaning_log_2024.csv","15157"
"CLEANING","2026-01-02T00:58:21.000000","PONU3556232","WATER","OIL STAIN","100.11","USD","CT04-Terminal","cleaning_log_2024.csv","15164"
"CLEANING","2026-01-02T00:48:07.200000","PONU3556232","SWEEP","","92.73","USD","CT01-Yard-A","cleaning_log_2024.csv","16963"
"CLEANING","2026-01-22T00:44:09.500000","PONU7649315","CHEMICAL","","104.01","USD","CT03-A-01-1","cleaning_log_2024.csv","15165"
"CLEANING","2026-01-23T00:05:00.000000","PONU7649315","CHEMICAL","OIL STAIN","76.19","USD","CT03-A-01-1","cleaning_log_2024.csv","21131"
"CLEANING","2026-01-13T00:24:58.500000","HLCU7260215","SWEEP","","99.26","USD","CT03-A-01-1","cleaning_log_2024.csv","16041"
"CLEANING","2026-01-14T00:38:40.700000","HLCU7260215","CHEMICAL","OIL STAIN","98.47","USD","CT04-B-10-3","cleaning_log_2024.csv","15173"
"CLEANING","2026-01-13T00:57:21.700000","CXDU5649023","WATER","ODOR","102.09","USD","CT01-Yard-A","cleaning_log_2024.csv","15175"
"CLEANING","2026-01-16T00:32:16.700000","MSCU5048273","CHEMICAL","","87.99","USD","CT02-Yard-B","cleaning_log_2024.csv","15176"
"CLEANING","2026-01-19T00:02:17.100000","MSCU5048273","CHEMICAL","","28.78","USD","CT01-B-05-2","cleaning_log_2024.csv","20440"
"CLEANING","2026-01-04T00:52:06.600000","CXDU8211246","STEAM","ODOR","77.47","USD","CT02-Yard-B","cleaning_log_2024.csv","15197"
"CLEANING","2025-12-31T00:54:44.900000","HLCU9077730","SWEEP","","64.95","USD","CT02-Yard-B","cleaning_log_2024.csv","15199"
"CLEANING","2025-12-31T00:28:21.300000","HLCU9077730","CHEMICAL","DIRTY FLOOR","113.74","USD","CT04-B-10-3","cleaning_log_2024.csv","22489"
"CLEANING","2026-01-01T00:21:57.300000","HLCU9077730","SWEEP","","114.95","USD","CT02-C-20-4","cleaning_log_2024.csv","20332"
"CLEANING","2026-01-18T00:27:36.400000","CXDU6251498","SWEEP","","34.97","USD","CT01-B-05-2","cleaning_log_2024.csv","15201"
"CLEANING","2026-01-12T00:43:40.800000","PONU3345089","STEAM","OIL STAIN","61.66","USD","CT01-Yard-A","cleaning_log_2024.csv","15202"
"CLEANING","2026-01-06T00:25:11.500000","MSCU6082006","STEAM","","96","USD","CT02-C-20-4","cleaning_log_2024.csv","15206"
"CLEANING","2026-01-19T00:45:16.200000","TCNU2493940","CHEMICAL","","118.22","USD","CT01-Yard-A","cleaning_log_2024.csv","21185"
"CLEANING","2026-01-20T00:08:47.900000","TCNU2493940","CHEMICAL","OIL STAIN","49.65","USD","CT04-B-10-3","cleaning_log_2024.csv","22971"
"CLEANING","2026-01-22T00:01:39.200000","TCNU2493940","CHEMICAL","","88.83","USD","CT04-Terminal","cleaning_log_2024.csv","15209"
"CLEANING","2026-01-02T00:12:44.200000","HLCU1845091","STEAM","OIL STAIN","40.48","USD","CT04-Terminal","cleaning_log_2024.csv","15237"
"CLEANING","2026-01-09T00:28:38.300000","HLCU1845091","CHEMICAL","DIRTY FLOOR","22.28","USD","CT02-C-20-4","cleaning_log_2024.csv","18337"
"CLEANING","2026-01-10T00:51:42.700000","HLCU1845091","WATER","OIL STAIN","54.13","USD","CT01-Yard-A","cleaning_log_2024.csv","18078"
"CLEANING","2026-01-01T00:31:35.300000","CXDU8646100","STEAM","ODOR","37.84","USD","CT01-B-05-2","cleaning_log_2024.csv","15242"
"CLEANING","2026-01-02T00:51:24.000000","CXDU8646100","STEAM","ODOR","104.1","USD","CT01-A-12-1","cleaning_log_2024.csv","16814"
"CLEANING","2026-01-05T00:11:19.400000","TCNU3811993","STEAM","OIL STAIN","65.79","USD","CT03-A-01-1","cleaning_log_2024.csv","15248"
"CLEANING","2026-01-05T00:49:14.600000","CXDU2784697","CHEMICAL","OIL STAIN","76.48","USD","CT01-B-05-2","cleaning_log_2024.csv","15250"
"CLEANING","2026-01-06T00:46:18.400000","CXDU2784697","SWEEP","","64.53","USD","CT04-Terminal","cleaning_log_2024.csv","17450"
"CLEANING","2026-01-21T00:02:23.400000","CXDU8257960","CHEMICAL","","119.82","USD","CT04-Terminal","cleaning_log_2024.csv","17042"
"CLEANING","2026-01-21T00:08:40.400000","CXDU8257960","STEAM","","59.06","USD","CT01-B-05-2","cleaning_log_2024.csv","15256"
"CLEANING","2026-01-22T00:35:15.200000","CXDU8257960","WATER","ODOR","37.56","USD","CT03-Depot","cleaning_log_2024.csv","15854"
"CLEANING","2026-01-03T00:15:14.000000","MSCU9490315","STEAM","","19.14","USD","CT01-A-12-1","cleaning_log_2024.csv","15265"
"CLEANING","2026-01-08T00:31:54.100000","HLCU5149397","STEAM","","74.51","USD","CT01-B-05-2","cleaning_log_2024.csv","17910"
"CLEANING","2026-01-09T00:37:17.100000","HLCU5149397","SWEEP","ODOR","High","USD","CT03-A-01-1","cleaning_log_2024.csv","15267"
"CLEANING","2025-12-31T00:48:55.100000","PONU6704352","STEAM","ODOR","99.08","USD","CT04-Terminal","cleaning_log_2024.csv","15269"
"CLEANING","2026-01-05T00:28:46.700000","PONU3928179","STEAM","","54.81","USD","CT01-Yard-A","cleaning_log_2024.csv","15272"
"CLEANING","2026-01-18T00:36:25.200000","TCNU4637044","CHEMICAL","","73.73","USD","CT01-Yard-A","cleaning_log_2024.csv","15273"
"CLEANING","2026-01-12T00:21:22.300000","CXDU6898180","STEAM","OIL STAIN","33.28","USD","CT01-A-12-1","cleaning_log_2024.csv","15274"
"CLEANING","2025-12-28T00:49:21.800000","HLCU9534581","STEAM","OIL STAIN","19.98","USD","CT01-A-12-1","cleaning_log_2024.csv","15275"
"CLEANING","2026-01-03T00:22:49.400000","TCNU8961777","WATER","","87.84","USD","CT02-C-20-4","cleaning_log_2024.csv","15611"
"CLEANING","2026-01-05T00:36:40.600000","TCNU8961777","STEAM","","32.06","USD","CT03-A-01-1","cleaning_log_2024.csv","15289"
"CLEANING","2026-01-11T00:39:15.200000","TCNU2112114","STEAM","","35.76","USD","CT03-A-01-1","cleaning_log_2024.csv","20690"
"CLEANING","2026-01-11T00:30:29.400000","TCNU2112114","CHEMICAL","","103.88","USD","CT03-Depot","cleaning_log_2024.csv","15297"
"CLEANING","2026-01-04T00:30:05.200000","MSCU2853685","CHEMICAL","","88.14","USD","CT02-Yard-B","cleaning_log_2024.csv","21385"
"CLEANING","2026-01-04T00:35:48.800000","MSCU2853685","WATER","","66.92","USD","CT02-Yard-B","cleaning_log_2024.csv","19874"
"CLEANING","2026-01-04T00:05:17.000000","MSCU2853685","WATER","DIRTY FLOOR","50.01","USD","CT01-A-12-1","cleaning_log_2024.csv","15298"
"CLEANING","2026-01-21T15:46:00.000000","HLCU9461309","WATER","DIRTY FLOOR","114.75","USD","CT04-Terminal","cleaning_log_2024.csv","20963"
"CLEANING","2026-01-21T15:45:00.000000","HLCU9461309","STEAM","DIRTY FLOOR","47.77","USD","CT01-B-05-2","cleaning_log_2024.csv","15299"
"CLEANING","2025-12-27T00:49:41.400000","TCNU3197984","STEAM","","104.59","USD","CT01-A-12-1","cleaning_log_2024.csv","18468"
"CLEANING","2025-12-28T00:13:05.300000","TCNU3197984","CHEMICAL","OIL STAIN","99.31","USD","CT01-A-12-1","cleaning_log_2024.csv","15303"
"CLEANING","2026-01-02T00:42:49.700000","TCNU3197984","WATER","","86.35","USD","CT01-Yard-A","cleaning_log_2024.csv","21260"
"CLEANING","2026-01-15T00:48:48.400000","PONU1000649","SWEEP","OIL STAIN","74.03","USD","CT03-A-01-1","cleaning_log_2024.csv","20174"
"CLEANING","2026-01-16T00:31:24.300000","PONU1000649","WATER","OIL STAIN","86.11","USD","CT04-Terminal","cleaning_log_2024.csv","15601"
"CLEANING","2026-01-17T00:12:15.900000","PONU1000649","WATER","","105.47","USD","CT02-Yard-B","cleaning_log_2024.csv","15309"
"CLEANING","2025-12-16T00:55:38.600000","MSCU5721640","WATER","DIRTY FLOOR","64.55","USD","CT02-Yard-B","cleaning_log_2024.csv","18750"
"CLEANING","2025-12-24T00:06:10.700000","MSCU5721640","WATER","ODOR","78.29","USD","CT03-Depot","cleaning_log_2024.csv","15622"
"CLEANING","2026-01-01T00:03:04.600000","MSCU5721640","WATER","DIRTY FLOOR","16.5","USD","CT01-B-05-2","cleaning_log_2024.csv","15310"
"CLEANING","2026-01-04T00:14:08.900000","MSCU5721640","SWEEP","DIRTY FLOOR","45.9","USD","CT04-Terminal","cleaning_log_2024.csv","23205"
"CLEANING","2026-01-18T07:34:00.000000","TCNU1443161","STEAM","DIRTY FLOOR","55.17","USD","CT04-Terminal","cleaning_log_2024.csv","15311"
"CLEANING","2026-01-13T00:23:10.300000","MSCU6216344","SWEEP","OIL STAIN","73.44","USD","CT02-C-20-4","cleaning_log_2024.csv","15322"
"CLEANING","2026-01-14T00:20:22.700000","MSCU6216344","CHEMICAL","DIRTY FLOOR","-80.2","USD","CT04-B-10-3","cleaning_log_2024.csv","15977"
"CLEANING","2026-01-19T00:24:47.300000","TCNU5989184","SWEEP","","47.31","USD","CT04-B-10-3","cleaning_log_2024.csv","15327"
"CLEANING","2026-01-23T00:21:47.600000","HLCU4051221","SWEEP","","44.45","USD","CT04-Terminal","cleaning_log_2024.csv","15329"
"CLEANING","2026-01-13T00:38:17.500000","MSCU6064285","WATER","ODOR","114.32","USD","CT04-Terminal","cleaning_log_2024.csv","15338"
"CLEANING","2026-01-15T00:39:24.200000","MSCU6064285","SWEEP","","40.5","USD","CT01-A-12-1","cleaning_log_2024.csv","20074"
"CLEANING","2025-12-19T00:20:39.000000","HLCU2096912","SWEEP","ODOR","92.95","USD","CT02-Yard-B","cleaning_log_2024.csv","15344"
"CLEANING","2026-01-18T00:36:37.200000","MSCU8278465","WATER","ODOR","63.96","USD","CT02-C-20-4","cleaning_log_2024.csv","15353"
"CLEANING","2026-01-17T00:45:54.700000","PONU8348727","WATER","OIL STAIN","97.5","USD","CT01-B-05-2","cleaning_log_2024.csv","19701"
"CLEANING","2026-01-18T00:45:03.600000","PONU8348727","CHEMICAL","","36.74","USD","CT01-Yard-A","cleaning_log_2024.csv","15354"
"CLEANING","2026-01-18T00:06:27.800000","CXDU6530590","CHEMICAL","ODOR","34.88","USD","CT03-A-01-1","cleaning_log_2024.csv","21134"
"CLEANING","2026-01-22T00:23:23.100000","CXDU6530590","SWEEP","DIRTY FLOOR","44.49","USD","CT01-B-05-2","cleaning_log_2024.csv","15356"
"CLEANING","2026-01-22T00:07:45.500000","PONU5617255","WATER","OIL STAIN","65.77","USD","CT01-A-12-1","cleaning_log_2024.csv","15365"
"CLEANING","2026-01-22T00:18:37.200000","PONU5617255","CHEMICAL","","18.22","USD","CT04-Terminal","cleaning_log_2024.csv","19303"
"CLEANING","2026-01-01T00:33:51.200000","PONU2856250","CHEMICAL","","24.35","USD","CT02-Yard-B","cleaning_log_2024.csv","17046"
"CLEANING","2026-01-01T00:15:13.300000","PONU2856250","SWEEP","ODOR","29.17","USD","CT01-B-05-2","cleaning_log_2024.csv","15369"
"CLEANING","2025-12-19T18:13:00.000000","CXDU7705447","CHEMICAL","OIL STAIN","105.84","USD","CT01-B-05-2","cleaning_log_2024.csv","15370"
"CLEANING","2026-01-05T00:58:56.100000","TCNU3143275","STEAM","DIRTY FLOOR","72.17","USD","CT04-B-10-3","cleaning_log_2024.csv","15375"
"CLEANING","2026-01-23T00:27:32.800000","PONU9408735","STEAM","OIL STAIN","High","USD","CT01-B-05-2","cleaning_log_2024.csv","15380"
"CLEANING","2026-01-24T00:07:00.400000","PONU9408735","STEAM","ODOR","109.17","USD","CT02-C-20-4","cleaning_log_2024.csv","16807"
"CLEANING","2026-01-13T00:21:48.300000","MSCU7723576","STEAM","","57.69","USD","CT02-C-20-4","cleaning_log_2024.csv","15391"
"CLEANING","2026-01-15T00:31:27.200000","TCNU5858352","SWEEP","OIL STAIN","77.38","USD","CT04-B-10-3","cleaning_log_2024.csv","15392"
"CLEANING","2026-01-21T00:42:04.000000","TCNU6036921","WATER","","-94.59","USD","CT03-Depot","cleaning_log_2024.csv","15401"
"CLEANING","2026-01-21T00:15:26.300000","PONU1926143","CHEMICAL","OIL STAIN","17.35","USD","CT01-B-05-2","cleaning_log_2024.csv","15403"
"CLEANING","2026-01-15T00:57:14.900000","HLCU3361968","STEAM","ODOR","97.88","USD","CT01-B-05-2","cleaning_log_2024.csv","21394"
"CLEANING","2026-01-18T00:38:55.800000","HLCU3361968","WATER","","56.79","USD","CT01-B-05-2","cleaning_log_2024.csv","15408"
"CLEANING","2025-12-23T00:55:56.800000","TCNU7105208","CHEMICAL","OIL STAIN","55.41","USD","CT01-Yard-A","cleaning_log_2024.csv","19902"
"CLEANING","2025-12-27T00:41:37.300000","TCNU7105208","CHEMICAL","OIL STAIN","117.96","USD","CT01-Yard-A","cleaning_log_2024.csv","15417"
"CLEANING","2026-01-20T00:52:02.700000","MSCU3139036","WATER","","69.44","USD","CT03-Depot","cleaning_log_2024.csv","19148"
"CLEANING","2026-01-20T00:29:04.900000","MSCU3139036","SWEEP","","19.42","USD","CT04-Terminal","cleaning_log_2024.csv","15422"
"CLEANING","2026-01-24T00:46:55.500000","PONU1243517","WATER","","83.41","USD","CT03-Depot","cleaning_log_2024.csv","15425"
"CLEANING","2026-01-23T00:12:41.700000","TCNU6693855","SWEEP","ODOR","35.62","USD","CT02-Yard-B","cleaning_log_2024.csv","15428"
"CLEANING","2025-12-29T00:17:58.700000","PONU3100762","WATER","ODOR","63.78","USD","CT02-C-20-4","cleaning_log_2024.csv","15436"
"CLEANING","2026-01-23T00:39:24.300000","MSCU2358397","CHEMICAL","","56.75","USD","CT03-Depot","cleaning_log_2024.csv","15438"
"CLEANING","2026-01-18T00:18:52.900000","CXDU7073427","WATER","ODOR","39.47","USD","CT02-Yard-B","cleaning_log_2024.csv","15439"
"CLEANING","2026-01-10T00:10:03.000000","CXDU5148193","CHEMICAL","","15.16","USD","CT01-Yard-A","cleaning_log_2024.csv","15440"
"CLEANING","2026-01-03T00:14:06.000000","CXDU3756769","SWEEP","DIRTY FLOOR","20.39","USD","CT03-Depot","cleaning_log_2024.csv","16608"
"CLEANING","2026-01-07T00:43:12.600000","CXDU3756769","CHEMICAL","","116.31","USD","CT04-Terminal","cleaning_log_2024.csv","15456"
"CLEANING","2026-01-09T00:14:02.700000","CXDU3361362","SWEEP","","49.02","USD","CT04-B-10-3","cleaning_log_2024.csv","15457"
"CLEANING","2026-01-14T00:19:41.700000","CXDU3361362","STEAM","ODOR","86.97","USD","CT02-Yard-B","cleaning_log_2024.csv","22435"
"CLEANING","2026-01-03T00:00:59.000000","CXDU9157376","STEAM","OIL STAIN","30.64","USD","CT04-Terminal","cleaning_log_2024.csv","17026"
"CLEANING","2026-01-10T00:30:25.300000","CXDU9157376","STEAM","DIRTY FLOOR","81.53","USD","CT02-C-20-4","cleaning_log_2024.csv","15458"
"CLEANING","2026-01-11T00:08:10.900000","MSCU4282376","STEAM","","53.23","USD","CT01-A-12-1","cleaning_log_2024.csv","15461"
"CLEANING","2026-01-21T00:41:09.200000","HLCU2180351","STEAM","","88.32","USD","CT03-Depot","cleaning_log_2024.csv","20416"
"CLEANING","2026-01-21T00:36:54.400000","HLCU2180351","STEAM","","100.04","USD","CT03-A-01-1","cleaning_log_2024.csv","15462"
"CLEANING","2025-12-27T00:31:20.600000","CXDU5420674","STEAM","OIL STAIN","54.34","USD","CT01-A-12-1","cleaning_log_2024.csv","15464"
"CLEANING","2026-01-14T00:44:29.500000","CXDU3050716","WATER","","108.74","USD","CT02-Yard-B","cleaning_log_2024.csv","15465"
"CLEANING","2025-12-14T00:14:59.700000","CXDU2786346","WATER","","75.38","USD","CT03-Depot","cleaning_log_2024.csv","15467"
"CLEANING","2026-01-04T00:57:33.900000","HLCU6095736","CHEMICAL","DIRTY FLOOR","114.78","USD","CT03-Depot","cleaning_log_2024.csv","17409"
"CLEANING","2026-01-05T00:48:29.900000","HLCU6095736","WATER","ODOR","56.78","USD","CT04-B-10-3","cleaning_log_2024.csv","15468"
"CLEANING","2026-01-11T00:48:13.500000","MSCU8668868","SWEEP","OIL STAIN","19.62","USD","CT01-Yard-A","cleaning_log_2024.csv","15477"
"CLEANING","2025-12-14T00:54:23.200000","CXDU1957620","SWEEP","ODOR","77.57","USD","CT03-Depot","cleaning_log_2024.csv","16986"
"CLEANING","2025-12-15T00:31:01.200000","CXDU1957620","SWEEP","","67.8","USD","CT01-A-12-1","cleaning_log_2024.csv","15478"
"CLEANING","2026-01-01T00:30:52.900000","CXDU1957620","CHEMICAL","","114.22","USD","CT01-B-05-2","cleaning_log_2024.csv","18735"
"CLEANING","2026-01-05T00:08:03.400000","CXDU1957620","SWEEP","","37.06","USD","CT01-A-12-1","cleaning_log_2024.csv","20313"
"CLEANING","2026-01-21T00:40:10.900000","TCNU4393138","SWEEP","OIL STAIN","54.87","USD","CT02-C-20-4","cleaning_log_2024.csv","15479"
"CLEANING","2026-01-21T00:04:48.900000","CXDU4044093","CHEMICAL","","92.98","USD","CT03-A-01-1","cleaning_log_2024.csv","17406"
"CLEANING","2026-01-22T00:47:54.600000","CXDU4044093","STEAM","OIL STAIN","106.14","USD","CT01-Yard-A","cleaning_log_2024.csv","15481"
"CLEANING","2026-01-21T00:54:34.300000","MSCU9560209","STEAM","","68.58","USD","CT01-A-12-1","cleaning_log_2024.csv","15490"
"CLEANING","2026-01-09T00:24:59.300000","PONU1488571","SWEEP","","93.16","USD","CT02-C-20-4","cleaning_log_2024.csv","15495"
"CLEANING","2026-01-09T00:08:45.000000","PONU1488571","WATER","DIRTY FLOOR","106.07","USD","CT03-Depot","cleaning_log_2024.csv","19856"
"CLEANING","2026-01-16T00:14:17.200000","PONU3695783","WATER","","52.86","USD","CT02-Yard-B","cleaning_log_2024.csv","15497"
"CLEANING","2026-01-19T00:28:25.700000","PONU3695783","CHEMICAL","","117.68","USD","CT04-B-10-3","cleaning_log_2024.csv","20724"
"CLEANING","2025-12-31T00:34:58.400000","TCNU6361470","STEAM","OIL STAIN","88.06","USD","CT01-B-05-2","cleaning_log_2024.csv","15498"
"CLEANING","2026-01-07T00:32:06.900000","MSCU5789798","STEAM","","","USD","CT02-C-20-4","cleaning_log_2024.csv","16335"
"CLEANING","2026-01-07T00:02:58.600000","MSCU5789798","SWEEP","ODOR","85.73","USD","CT03-A-01-1","cleaning_log_2024.csv","21946"
"CLEANING","2026-01-15T00:05:03.700000","MSCU5789798","SWEEP","ODOR","100.65","USD","CT02-C-20-4","cleaning_log_2024.csv","15503"
"CLEANING","2026-01-22T00:11:51.200000","HLCU1218189","WATER","ODOR","16.33","USD","CT01-B-05-2","cleaning_log_2024.csv","15513"
"CLEANING","2026-01-07T16:52:00.000000","TCNU2943015","WATER","DIRTY FLOOR","44.91","USD","CT01-A-12-1","cleaning_log_2024.csv","15514"
"CLEANING","2026-01-06T00:32:24.800000","PONU5507843","CHEMICAL","ODOR","90.57","USD","CT01-B-05-2","cleaning_log_2024.csv","15518"
"CLEANING","2025-12-30T00:01:20.100000","MSCU9292445","CHEMICAL","","78.76","USD","CT01-A-12-1","cleaning_log_2024.csv","15519"
"CLEANING","2025-12-30T00:18:11.500000","MSCU9292445","STEAM","ODOR","87.25","USD","CT04-Terminal","cleaning_log_2024.csv","17601"
"CLEANING","2026-01-23T00:10:01.900000","TCNU9073430","STEAM","DIRTY FLOOR","117.52","USD","CT04-B-10-3","cleaning_log_2024.csv","22640"
"CLEANING","2026-01-24T00:53:02.300000","TCNU9073430","WATER","","102.87","USD","CT04-B-10-3","cleaning_log_2024.csv","15525"
"CLEANING","2026-01-18T00:04:23.200000","PONU4106303","WATER","OIL STAIN","20.88","USD","CT02-Yard-B","cleaning_log_2024.csv","17135"
"CLEANING","2026-01-18T00:06:29.600000","PONU4106303","STEAM","ODOR","45.67","USD","CT04-B-10-3","cleaning_log_2024.csv","15528"
"CLEANING","2025-12-22T00:31:43.200000","TCNU9683430","CHEMICAL","","104.72","USD","CT04-Terminal","cleaning_log_2024.csv","21706"
"CLEANING","2025-12-25T00:08:37.700000","TCNU9683430","CHEMICAL","ODOR","117.74","USD","CT04-B-10-3","cleaning_log_2024.csv","15530"
"CLEANING","2026-01-02T00:16:21.700000","TCNU9683430","CHEMICAL","","36.27","USD","CT03-Depot","cleaning_log_2024.csv","20672"
"CLEANING","2025-12-27T00:16:50.500000","HLCU9817171","WATER","","98.16","USD","CT01-Yard-A","cleaning_log_2024.csv","15543"
"CLEANING","2025-12-30T00:45:37.300000","MSCU4127027","SWEEP","DIRTY FLOOR","15.01","USD","CT01-B-05-2","cleaning_log_2024.csv","15551"
"CLEANING","2026-01-24T00:36:27.200000","TCNU5521628","SWEEP","OIL STAIN","91.81","USD","CT02-Yard-B","cleaning_log_2024.csv","15552"
"CLEANING","2026-01-13T00:24:06.300000","CXDU9976769","CHEMICAL","DIRTY FLOOR","98.79","USD","CT01-A-12-1","cleaning_log_2024.csv","15553"
"CLEANING","2026-01-22T00:40:52.900000","CXDU7367684","CHEMICAL","ODOR","70.79","USD","CT01-B-05-2","cleaning_log_2024.csv","21559"
"CLEANING","2026-01-22T00:35:59.800000","CXDU7367684","WATER","","118.61","USD","CT01-A-12-1","cleaning_log_2024.csv","22275"
"CLEANING","2026-01-22T00:34:27.000000","CXDU7367684","WATER","DIRTY FLOOR","116.24","USD","CT01-A-12-1","cleaning_log_2024.csv","15555"
"CLEANING","2026-01-07T00:47:56.800000","TCNU5532990","SWEEP","ODOR","82.64","USD","CT04-B-10-3","cleaning_log_2024.csv","15558"
"CLEANING","2026-01-23T00:52:33.200000","HLCU8783470","CHEMICAL","ODOR","45.33","USD","CT04-Terminal","cleaning_log_2024.csv","15618"
"CLEANING","2026-01-24T00:08:05.200000","HLCU8783470","STEAM","OIL STAIN","35.72","USD","CT02-Yard-B","cleaning_log_2024.csv","15562"
"CLEANING","2026-01-24T00:52:24.100000","HLCU8783470","CHEMICAL","","65.48","USD","CT03-Depot","cleaning_log_2024.csv","21560"
"CLEANING","2026-01-25T00:28:28.800000","HLCU8783470","STEAM","OIL STAIN","74.45","USD","CT01-A-12-1","cleaning_log_2024.csv","18365"
"CLEANING","2025-12-17T00:19:24.000000","TCNU1846992","CHEMICAL","DIRTY FLOOR","28.89","USD","CT04-B-10-3","cleaning_log_2024.csv","15572"
"CLEANING","2026-01-06T00:09:02.700000","PONU3737403","SWEEP","","59.05","USD","CT02-Yard-B","cleaning_log_2024.csv","15574"
"CLEANING","2026-01-08T00:42:06.300000","PONU3737403","STEAM","OIL STAIN","40.83","USD","CT01-Yard-A","cleaning_log_2024.csv","19224"
"CLEANING","2026-01-20T00:25:40.700000","TCNU7218866","SWEEP","","64.25","USD","CT03-Depot","cleaning_log_2024.csv","15581"
"CLEANING","2025-12-30T00:33:09.600000","MSCU7217376","SWEEP","DIRTY FLOOR","97.73","USD","CT01-B-05-2","cleaning_log_2024.csv","22487"
"CLEANING","2025-12-31T00:57:46.800000","MSCU7217376","CHEMICAL","","36.63","USD","CT01-A-12-1","cleaning_log_2024.csv","15597"
"CLEANING","2025-12-27T00:19:45.600000","MSCU7824304","WATER","ODOR","37.08","USD","CT01-A-12-1","cleaning_log_2024.csv","15602"
"CLEANING","2026-01-12T00:51:36.700000","TCNU3880347","CHEMICAL","ODOR","80.14","USD","CT03-A-01-1","cleaning_log_2024.csv","15620"
"CLEANING","2026-01-14T00:00:22.000000","HLCU2767610","CHEMICAL","","38.25","USD","CT04-Terminal","cleaning_log_2024.csv","15634"
"CLEANING","2026-01-07T00:45:33.400000","TCNU3583557","CHEMICAL","","108.34","USD","CT03-Depot","cleaning_log_2024.csv","15640"
"CLEANING","2026-01-23T00:01:31.500000","HLCU9374273","WATER","OIL STAIN","53.37","USD","CT04-Terminal","cleaning_log_2024.csv","15641"
"CLEANING","2026-01-01T00:45:17.100000","HLCU1708953","WATER","","68.35","USD","CT04-Terminal","cleaning_log_2024.csv","16604"
"CLEANING","2026-01-01T00:56:23.600000","HLCU1708953","STEAM","","18.39","USD","CT04-B-10-3","cleaning_log_2024.csv","15644"
"CLEANING","2026-01-22T00:24:36.000000","MSCU1841294","WATER","","88.83","USD","CT02-C-20-4","cleaning_log_2024.csv","16466"
"CLEANING","2026-01-22T00:08:56.900000","MSCU1841294","WATER","","50.36","USD","CT01-A-12-1","cleaning_log_2024.csv","15653"
