"event_type","event_time","container_no_raw","eir","seq","type_raw","opt","move","booking","truck","vessel","voyage","dest","grade","position","location","source_file","source_row"
"GATE_OUT","2026-01-19T08:50:00.000000","TCNU8532566","277639","3041","40HC","CMA","XR","BK887850","60C-1389","SUNNY FREESIA","4501N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","3041"
"GATE_OUT","2026-01-19T08:50:00.000000","MSCU8654235","846375","6133","20GP","ONE","XR","BK677743","50H-9193","KOTA GAYA","9705N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","6133"
"GATE_OUT","2026-01-19T08:50:00.000000","CXDU2927886","970353","6361","40GP","ONE","XR","BK473754","60C-1389","SUNNY FREESIA","1401N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","6361"
"GATE_IN","2026-01-19T08:53:00.000000","HLCU8582730","274705","8738","20GP","CMA","HR","BK473657","50H-9193","EVER GIVEN","9505N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","8738"
"GATE_OUT","2026-01-19T09:03:00.000000","PONU9960839","586097","16592","20GP","CMA","XR","BK922704","60C-1389","EVER GIVEN","5302N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","25194"
"GATE_IN","2026-01-19T09:08:00.000000","MSCU1181777","939294","15510","40HC","CMA","HR","BK395294","50H-9193","SUNNY FREESIA","9604N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","15510"
"GATE_IN","2026-01-19T09:10:00.000000","TCNU7780310","258964","21300","20GP","CMA","HR","BK952947","50H-9193","MSC ISABELLA","5601N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","21300"
"GATE_OUT","2026-01-19T09:13:00.000000","PONU3367476","837592","22079","40HC","ONE","XT","BK622546","50H-9193","MSC ISABELLA","7103N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","22079"
"GATE_OUT","2026-01-19T09:13:00.000000","CXDU5154380","118785","13971","40GP","ONE","XT","BK285444","51C-2664","KOTA GAYA","8503N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","13971"
"GATE_IN","2026-01-19T09:14:00.000000","PONU3351014","968029","21748","40HC","KMT","HR","BK742762","50H-9193","MAERSK HANOI","9105N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","21748"
"GATE_IN","2026-01-19T09:15:00.000000","TCNU5989184","571381","8844","20GP","CMA","HR","BK151519","60C-1389","MSC ISABELLA","1904N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","8844"
"GATE_OUT","2026-01-19T09:19:00.000000","CXDU9021687","745335","20489","40GP","MSC","XR","BK193969","51C-2664","KOTA GAYA","5404N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","20489"
"GATE_OUT","2026-01-19T09:22:00.000000","TCNU5414680","482519","19747","20GP","ONE","XT","BK955451","50H-9193","MSC ISABELLA","6702N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","19747"
"GATE_OUT","2026-01-19T09:26:00.000000","HLCU6829547","122405","5505","40HC","MSC","XR","BK700597","51C-2664","SUNNY FREESIA","2201N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","5505"
"GATE_IN","2026-01-19T09:28:00.000000","TCNU2205415","987594","13740","40GP","CMA","HR","BK782542","50H-9193","KOTA GAYA","6305N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","13740"
"GATE_IN","2026-01-19T09:29:00.000000","HLCU4777234","227815","10918","40GP","MSC","HR","BK266155","50H-9193","MSC ISABELLA","7702N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","10918"
"GATE_OUT","2026-01-19T09:30:00.000000","CXDU9591279","927674","14587","20GP","ONE","XT","BK933129","50H-9193","EVER GIVEN","3102N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","14587"
"GATE_IN","2026-01-19T09:31:00.000000","MSCU8367372","103475","13454","20GP","ONE","HR","BK841691","50H-9193","SUNNY FREESIA","6804N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","13454"
"GATE_OUT","2026-01-19T09:31:00.000000","CXDU2396585","147057","8070","40GP","MSC","XR","BK811688","50H-9193","MSC ISABELLA","9603N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","25122"
"GATE_IN","2026-01-19T09:38:00.000000","MSCU8706852","302603","22300","40GP","MSC","HR","BK781767","50H-9193","MAERSK HANOI","5702N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","22300"
"GATE_OUT","2026-01-19T09:38:00.000000","CXDU8781865","108721","16112","40HC","CMA","XR","BK416963","50H-9193","SUNNY FREESIA","6405N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","24973"
"GATE_OUT","2026-01-19T09:46:00.000000","CXDU2310387","192170","18459","40HC","ONE","XR","BK586716","51C-2664","EVER GIVEN","1602N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","18459"
"GATE_OUT","2026-01-19T09:47:00.000000","HLCU6478766","219366","21108","20GP","MSC","XT","BK931037","50H-9193","MSC ISABELLA","5204N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","25253"
"GATE_IN","2026-01-19T09:49:00.000000","HLCU8008700","443239","12106","40HC","MSC","HR","BK142955","50H-9193","SUNNY FREESIA","8105N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","12106"
"GATE_IN","2026-01-19T09:52:00.000000","CXDU5332295","618699","18978","40HC","MSC","HR","BK971085","60C-1389","SUNNY FREESIA","9304N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","18978"
"GATE_OUT","2026-01-19T09:57:00.000000","PONU2954891","846088","8681","20GP","KMT","XR","BK189395","60C-1389","SUNNY FREESIA","9801N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8681"
"GATE_OUT","2026-01-19T09:59:00.000000","TCNU2712478","162698","10383","40GP","MSC","XR","BK261437","51C-2664","MSC ISABELLA","8204N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","10383"
"GATE_OUT","2026-01-19T10:05:00.000000","MSCU8734325","264018","12623","20GP","KMT","XR","BK336241","60C-1389","EVER GIVEN","4505N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","12623"
"GATE_OUT","2026-01-19T10:18:00.000000","MSCU4025886","473321","7600","40HC","KMT","XT","BK949521","50H-9193","MSC ISABELLA","1503N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24891"
"GATE_IN","2026-01-19T10:23:00.000000","TCNU3219856","688651","21374","20GP","MSC","HR","BK798485","60C-1389","KOTA GAYA","8904N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","21374"
"GATE_IN","2026-01-19T10:28:00.000000","TCNU7570498","821993","11926","20GP","CMA","HR","BK878219","50H-9193","KOTA GAYA","7901N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","11926"
"GATE_IN","2026-01-19T10:32:00.000000","PONU2086687","398613","4144","20GP","KMT","HR","BK721657","50H-9193","KOTA GAYA","9904N","USLAX","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","4144"
"GATE_OUT","2026-01-19T10:33:00.000000","MSCU1501657","608655","22089","40GP","KMT","XR","BK396250","51C-2664","MSC ISABELLA","6505N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","22089"
"GATE_OUT","2026-01-19T10:39:00.000000","HLCU8551827","467995","21049","40GP","MSC","XR","BK509223","51C-2664","EVER GIVEN","4303N","USLAX","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","21049"
"GATE_OUT","2026-01-19T10:42:00.000000","CXDU5494260","542983","7262","40HC","KMT","XR","BK122541","51C-2664","MAERSK HANOI","2205N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","25192"
"GATE_OUT","2026-01-19T10:43:00.000000","MSCU2541333","990153","18905","20GP","ONE","XR","BK825734","60C-1389","SUNNY FREESIA","3004N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","18905"
"GATE_IN","2026-01-19T10:44:00.000000","CXDU4829776","653884","7392","20GP","ONE","HR","BK266084","60C-1389","SUNNY FREESIA","5505N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","7392"
"GATE_OUT","2026-01-19T10:48:00.000000","MSCU8903397","237962","21926","40GP","KMT","XT","BK858615","51C-2664","MSC ISABELLA","2303N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","25212"
"GATE_IN","2026-01-19T10:50:00.000000","HLCU6088274","625771","7562","20GP","KMT","HR","BK203447","60C-1389","SUNNY FREESIA","5001N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","7562"
"GATE_IN","2026-01-19T10:51:00.000000","HLCU8489178","373919","17838","40HC","MSC","HR","BK370621","50H-9193","SUNNY FREESIA","7002N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","17838"
"GATE_IN","2026-01-19T10:51:00.000000","HLCU7792113","788811","16504","40HC","ONE","HR","BK879783","51C-2664","MAERSK HANOI","9901N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","16504"
"GATE_OUT","2026-01-19T10:51:00.000000","HLCU8719985","892667","8727","40GP","ONE","XR","BK356098","51C-2664","KOTA GAYA","6005N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8727"
"GATE_OUT","2026-01-19T10:53:00.000000","PONU6915746","151413","5156","40GP","ONE","XT","BK848789","51C-2664","SUNNY FREESIA","8305N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","25224"
"GATE_IN","2026-01-19T10:58:00.000000","MSCU3428655","838792","14652","20GP","MSC","HR","BK784944","50H-9193","MAERSK HANOI","9603N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","14652"
"GATE_OUT","2026-01-19T10:58:00.000000","TCNU9741145","665952","9617","40GP","KMT","XT","BK271343","51C-2664","MSC ISABELLA","6701N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","9617"
"GATE_OUT","2026-01-19T11:00:00.000000","TCNU4822682","309056","10041","20GP","KMT","XT","BK482595","51C-2664","MSC ISABELLA","4401N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","10041"
"GATE_IN","2026-01-19T11:04:00.000000","CXDU3976636","458732","23092","40GP","MSC","HR","BK301429","51C-2664","MSC ISABELLA","4304N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","23092"
"GATE_OUT","2026-01-19T11:04:00.000000","MSCU7723576","204961","21349","40HC","KMT","XT","BK593298","51C-2664","EVER GIVEN","1201N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","21349"
"GATE_IN","2026-01-19T11:09:00.000000","PONU4593593","962701","22342","40GP","CMA","HR","BK864125","60C-1389","MAERSK HANOI","1005N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","22342"
"GATE_IN","2026-01-19T11:12:00.000000","CXDU3096987","250080","4172","40HC","MSC","HR","BK827858","60C-1389","SUNNY FREESIA","1102N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","4172"
"GATE_OUT","2026-01-19T11:13:00.000000","TCNU5130230","296204","19689","20GP","KMT","XT","BK608320","60C-1389","EVER GIVEN","5802N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","19689"
"GATE_OUT","2026-01-19T11:14:00.000000","TCNU8902184","511929","22506","20GP","CMA","XT","BK200955","50H-9193","MSC ISABELLA","5505N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","25152"
"GATE_IN","2026-01-19T11:15:00.000000","CXDU3458502","994168","14100","40HC","ONE","HR","BK799727","60C-1389","MSC ISABELLA","1301N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","14100"
"GATE_OUT","2026-01-19T11:16:00.000000","CXDU7469815","566488","15217","40HC","KMT","XR","BK270381","50H-9193","EVER GIVEN","8602N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","15217"
"GATE_OUT","2026-01-19T11:17:00.000000","PONU4150458","639111","1916","40HC","CMA","XR","BK920677","60C-1389","SUNNY FREESIA","6702N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","24762"
"GATE_OUT","2026-01-19T11:17:00.000000","PONU1076288","486877","11977","40GP","ONE","XT","BK535109","51C-2664","MSC ISABELLA","4303N","USLAX","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","11977"
"GATE_OUT","2026-01-19T11:22:00.000000","CXDU1946751","602504","8649","40GP","KMT","XR","BK449379","51C-2664","MAERSK HANOI","2602N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8649"
"GATE_OUT","2026-01-19T11:24:00.000000","MSCU2287351","741413","12295","20GP","ONE","XR","BK445875","51C-2664","MAERSK HANOI","8403N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","12295"
"GATE_IN","2026-01-19T11:26:00.000000","CXDU5901470","259342","12988","40HC","CMA","HR","BK869629","50H-9193","SUNNY FREESIA","1903N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","12988"
"GATE_OUT","2026-01-19T11:28:00.000000","CXDU7625248","666710","757","40GP","ONE","XR","BK953472","60C-1389","KOTA GAYA","5301N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","757"
"GATE_OUT","2026-01-19T11:30:00.000000","TCNU7767412","266588","7269","40HC","CMA","XR","BK482031","50H-9193","EVER GIVEN","4202N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","7269"
"GATE_IN","2026-01-19T11:31:00.000000","PONU7854343","745133","6748","40HC","ONE","HR","BK591257","51C-2664","MAERSK HANOI","8702N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","6748"
"GATE_IN","2026-01-19T11:33:00.000000","HLCU3151463","913030","7902","40GP","ONE","HR","BK539090","51C-2664","MSC ISABELLA","3101N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","7902"
"GATE_IN","2026-01-19T11:35:00.000000","PONU9295393","711892","21542","40GP","ONE","HR","BK528560","51C-2664","EVER GIVEN","7503N","VNHPH","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","21542"
"GATE_IN","2026-01-19T11:37:00.000000","MSCU3147244","801179","200","20GP","ONE","HR","BK510688","51C-2664","EVER GIVEN","5404N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","200"
"GATE_OUT","2026-01-19T11:37:00.000000","MSCU6862243","139791","8151","40HC","ONE","XT","BK639032","50H-9193","MSC ISABELLA","1403N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","8151"
"GATE_OUT","2026-01-19T11:39:00.000000","TCNU4773800","429662","22193","40HC","MSC","XR","BK420919","51C-2664","MAERSK HANOI","7003N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","22193"
"GATE_IN","2026-01-19T11:46:00.000000","CXDU6261958","436855","21466","40HC","KMT","HR","BK540222","50H-9193","SUNNY FREESIA","8504N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","21466"
"GATE_OUT","2026-01-19T11:50:00.000000","HLCU5291295","755602","6858","20GP","KMT","XT","BK773337","50H-9193","KOTA GAYA","1801N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","25149"
"GATE_OUT","2026-01-19T11:52:00.000000","CXDU7073427","633243","12380","20GP","MSC","XR","BK845046","50H-9193","MAERSK HANOI","8102N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","25142"
"GATE_IN","2026-01-19T11:55:00.000000","HLCU3273220","122858","6182","40HC","CMA","HR","BK897995","60C-1389","MAERSK HANOI","3805N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","6182"
"GATE_OUT","2026-01-19T11:56:00.000000","TCNU3384199","980303","11726","40HC","ONE","XR","BK937381","60C-1389","KOTA GAYA","2303N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","25164"
"GATE_IN","2026-01-19T12:03:00.000000","PONU8004974","985158","2276","20GP","MSC","HR","BK840331","50H-9193","MAERSK HANOI","3002N","USLAX","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","2276"
"GATE_IN","2026-01-19T12:05:00.000000","PONU6201133","794460","21734","40GP","ONE","HR","BK116368","51C-2664","KOTA GAYA","3204N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","21734"
"GATE_IN","2026-01-19T12:06:00.000000","MSCU4711854","417961","1028","40HC","CMA","HR","BK557501","51C-2664","MAERSK HANOI","9703N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","1028"
"GATE_OUT","2026-01-19T12:07:00.000000","CXDU7329573","926859","4909","40HC","KMT","XT","BK386288","50H-9193","MAERSK HANOI","8602N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","4909"
"GATE_OUT","2026-01-19T12:09:00.000000","HLCU4740208","781433","12678","40HC","MSC","XT","BK317983","60C-1389","MSC ISABELLA","6204N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24933"
"GATE_OUT","2026-01-19T12:13:00.000000","PONU8775174","846505","2391","40HC","KMT","XR","BK269728","50H-9193","MAERSK HANOI","1903N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","2391"
"GATE_OUT","2026-01-19T12:14:00.000000","TCNU9596998","318379","14382","40HC","ONE","XT","BK846644","60C-1389","EVER GIVEN","5702N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","25263"
"GATE_IN","2026-01-19T12:18:00.000000","PONU4618585","481892","6932","40HC","ONE","HR","BK940710","60C-1389","SUNNY FREESIA","2701N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","6932"
"GATE_IN","2026-01-19T12:20:00.000000","PONU5166022","670967","22650","40GP","KMT","HR","BK402742","60C-1389","SUNNY FREESIA","5005N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","22650"
"GATE_OUT","2026-01-19T12:21:00.000000","TCNU4557331","423413","2869","40GP","KMT","XT","BK460904","51C-2664","MSC ISABELLA","8504N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","2869"
"GATE_IN","2026-01-19T12:23:00.000000","MSCU1365840","717641","11908","40GP","CMA","HR","BK905397","60C-1389","MAERSK HANOI","3601N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11908"
"GATE_IN","2026-01-19T12:25:00.000000","CXDU8784472","558389","20712","40HC","ONE","HR","BK181024","51C-2664","MAERSK HANOI","2004N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","20712"
"GATE_IN","2026-01-19T12:31:00.000000","CXDU9870248","194174","2600","40HC","ONE","HR","BK951975","50H-9193","MSC ISABELLA","7604N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","2600"
"GATE_IN","2026-01-19T12:32:00.000000","CXDU3501602","289220","16878","20GP","KMT","HR","BK229467","60C-1389","MAERSK HANOI","7901N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","16878"
"GATE_OUT","2026-01-19T12:38:00.000000","MSCU3017052","830342","14249","20GP","KMT","XT","BK549231","50H-9193","KOTA GAYA","7801N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","14249"
"GATE_OUT","2026-01-19T12:38:00.000000","CXDU9520106","535820","14440","40GP","ONE","XT","BK825596","60C-1389","EVER GIVEN","8102N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","24166"
"GATE_OUT","2026-01-19T12:42:00.000000","TCNU7767202","287555","19648","40HC","MSC","XR","BK511824","51C-2664","SUNNY FREESIA","4605N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","25209"
"GATE_OUT","2026-01-19T12:42:00.000000","MSCU9491304","247447","21031","40HC","MSC","XR","BK999997","51C-2664","EVER GIVEN","4303N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","21031"
"GATE_IN","2026-01-19T12:46:00.000000","HLCU4291824","620796","17510","40GP","CMA","HR","BK441968","60C-1389","EVER GIVEN","8202N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","17510"
"GATE_IN","2026-01-19T12:55:00.000000","PONU8532879","829546","3620","20GP","CMA","HR","BK588766","60C-1389","MAERSK HANOI","9904N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","3620"
"GATE_OUT","2026-01-19T13:01:00.000000","HLCU6974493","548946","9947","20GP","ONE","XR","BK407211","51C-2664","SUNNY FREESIA","8602N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","9947"
"GATE_OUT","2026-01-19T13:01:00.000000","HLCU3061197","921274","18723","40GP","ONE","XT","BK645222","60C-1389","SUNNY FREESIA","8803N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","18723"
"GATE_OUT","2026-01-19T13:04:00.000000","CXDU5492702","607157","14316","40GP","MSC","XR","BK481372","51C-2664","KOTA GAYA","6803N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","25237"
"GATE_OUT","2026-01-19T13:05:00.000000","PONU4021604","504875","11621","20GP","KMT","XT","BK389676","50H-9193","MAERSK HANOI","8703N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","11621"
"GATE_IN","2026-01-19T13:06:00.000000","CXDU7966455","576184","336","40GP","KMT","HR","BK415704","51C-2664","SUNNY FREESIA","8304N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","336"
"GATE_OUT","2026-01-19T13:07:00.000000","MSCU1311259","195799","14871","40HC","CMA","XT","BK884750","60C-1389","MSC ISABELLA","2502N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","14871"
"GATE_IN","2026-01-19T13:10:00.000000","PONU2966884","287957","2492","40HC","ONE","HR","BK893899","50H-9193","MAERSK HANOI","3802N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","2492"
"GATE_IN","2026-01-19T13:11:00.000000","TCNU8327927","198979","14358","20GP","ONE","HR","BK322849","50H-9193","SUNNY FREESIA","3803N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","14358"
"GATE_OUT","2026-01-19T13:12:00.000000","MSCU7412710","497073","20188","20GP","CMA","XR","BK923121","51C-2664","SUNNY FREESIA","9802N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","25206"
"GATE_OUT","2026-01-19T13:15:00.000000","HLCU8493587","420310","5228","40GP","KMT","XT","BK656628","60C-1389","EVER GIVEN","4203N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","24745"
"GATE_OUT","2026-01-19T13:22:00.000000","HLCU7870579","856531","3217","20GP","CMA","XR","BK402226","50H-9193","EVER GIVEN","7005N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","3217"
"GATE_OUT","2026-01-19T13:23:00.000000","MSCU1782641","430738","7052","40GP","KMT","XT","BK540716","50H-9193","MSC ISABELLA","6701N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","24896"
"GATE_IN","2026-01-19T13:25:00.000000","CXDU5543641","969064","3012","20GP","KMT","HR","BK516738","60C-1389","MSC ISABELLA","3204N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","3012"
"GATE_IN","2026-01-19T13:26:00.000000","CXDU9090068","169347","18064","40HC","MSC","HR","BK686978","51C-2664","MAERSK HANOI","1303N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","18064"
"GATE_OUT","2026-01-19T13:27:00.000000","MSCU6645555","696469","13187","20GP","CMA","XR","BK238056","60C-1389","MSC ISABELLA","8702N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13187"
"GATE_IN","2026-01-19T13:28:00.000000","HLCU6962432","365705","612","40HC","ONE","HR","BK189741","60C-1389","EVER GIVEN","4204N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","612"
"GATE_IN","2026-01-19T13:28:00.000000","MSCU2498806","760522","19132","20GP","MSC","HR","BK286454","50H-9193","SUNNY FREESIA","7802N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","19132"
"GATE_OUT","2026-01-19T13:29:00.000000","MSCU4871432","857912","7493","20GP","KMT","XR","BK754034","51C-2664","MSC ISABELLA","9203N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","7493"
"GATE_IN","2026-01-19T13:29:00.000000","PONU3025434","284066","11596","40HC","ONE","HR","BK274410","50H-9193","MSC ISABELLA","6105N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","11596"
"GATE_IN","2026-01-19T13:34:00.000000","PONU8680285","685408","12156","20GP","KMT","HR","BK592947","60C-1389","MSC ISABELLA","1801N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","12156"
"GATE_IN","2026-01-19T13:36:00.000000","PONU6924998","375631","6328","40HC","CMA","HR","BK877563","60C-1389","EVER GIVEN","4402N","USLAX","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","6328"
"GATE_OUT","2026-01-19T13:42:00.000000","PONU3690214","135587","17687","20GP","MSC","XT","BK931194","51C-2664","MAERSK HANOI","6005N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","17687"
"GATE_IN","2026-01-19T13:44:00.000000","HLCU2373098","919120","2812","40HC","MSC","HR","BK627032","51C-2664","EVER GIVEN","1204N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","2812"
"GATE_IN","2026-01-19T13:50:00.000000","HLCU3439659","556118","10866","40GP","CMA","HR","BK541846","60C-1389","EVER GIVEN","7701N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","10866"
"GATE_IN","2026-01-19T13:54:00.000000","TCNU5022282","949327","8824","40HC","KMT","HR","BK933155","50H-9193","KOTA GAYA","7202N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","8824"
"GATE_OUT","2026-01-19T13:56:00.000000","CXDU6251498","611329","17162","20GP","CMA","XT","BK358734","50H-9193","KOTA GAYA","1402N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","24767"
"GATE_IN","2026-01-19T13:56:00.000000","CXDU5253615","718872","20020","40HC","ONE","HR","BK300849","50H-9193","EVER GIVEN","9601N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","20020"
"GATE_OUT","2026-01-19T13:59:00.000000","TCNU3574128","573404","21331","40HC","ONE","XT","BK269865","50H-9193","SUNNY FREESIA","9103N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","21331"
"GATE_OUT","2026-01-19T14:01:00.000000","MSCU5896624","410977","6105","40HC","KMT","XT","BK633538","51C-2664","KOTA GAYA","7002N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","6105"
"GATE_IN","2026-01-19T14:02:00.000000","HLCU1988974","532082","23028","40HC","KMT","HR","BK910731","50H-9193","SUNNY FREESIA","7203N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","23028"
