"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK191990","CXDU7330303","CMA CGM","SUNNY FREESIA","9304N","VNSGN","USLAX","2026-01-22 13:36:27","2026-01-29 13:36:27","FE2","LOADED","5","2026-01-07 13:36:27",""
"BK221701","HLCU4358553","ONE","KOTA GAYA","7101N","VNSGN","USLAX","2026-01-16 17:38:27","2026-02-11 17:38:27","TP1","LOADED","4","2025-12-28 17:38:27",""
"BK813968","CXDU7713194","MSC","SUNNY FREESIA","8303N","VNSGN","CNSHA","2026-01-14 13:56:10","2026-02-12 13:56:10","SE3","CANCELLED","2","2025-12-27 13:56:10",""
"BK472049","TCNU3306411","MAERSK","KOTA GAYA","5201N","VNSGN","SGSIN","2026-01-07 13:57:15","2026-01-26 13:57:15","TP1","LOADED","5","2025-12-30 13:57:15",""
"BK772711","HLCU8346124","ONE","SUNNY FREESIA","1803N","VNSGN","CNSHA","2025-12-19 10:02:29","2026-01-16 10:02:29","FE2","CANCELLED","5","2025-11-30 10:02:29",""
"BK981471","TCNU4349203","MAERSK","MSC ISABELLA","4702N","VNSGN","USLAX","2026-01-14 10:03:53","2026-01-25 10:03:53","SE3","BOOKED","2","2025-12-20 10:03:53",""
"BK258664","MSCU2724625","MAERSK","MAERSK HANOI","9903N","VNSGN","USLAX","2026-01-15 09:31:31","2026-02-13 09:31:31","TP1","CANCELLED","3","2026-01-04 09:31:31",""
"BK773194","PONU4822467","ONE","MSC ISABELLA","3601N","VNSGN","VNHPH","2026-01-25 05:16:53","2026-02-02 05:16:53","FE2","LOADED","1","2025-12-31 05:16:53",""
"BK328740","CXDU1005250","MSC","KOTA GAYA","1702N","VNSGN","VNHPH","2026-01-14 20:09:35","2026-02-11 20:09:35","SE3","BOOKED","3","2025-12-31 20:09:35",""
"BK578164","PONU6720759","CMA CGM","MAERSK HANOI","2003N","VNSGN","VNHPH","2026-01-23 11:56:08","2026-02-12 11:56:08","SE3","BOOKED","5","2026-01-08 11:56:08",""
"BK945689","TCNU3670483","ONE","MSC ISABELLA","2303N","VNSGN","VNHPH","2025-11-27 17:27:51","2025-12-21 17:27:51","FE2","BOOKED","2","2025-11-04 17:27:51",""
"BK955286","PONU9145352","ONE","EVER GIVEN","1404N","VNSGN","VNHPH","2026-01-19 13:42:37","2026-02-08 13:42:37","SE3","BOOKED","3","2025-12-21 13:42:37",""
"BK233239","HLCU7776863","CMA CGM","EVER GIVEN","5103N","VNSGN","SGSIN","2026-01-15 08:34:23","2026-02-02 08:34:23","FE2","LOADED","3","2025-12-22 08:34:23",""
"BK276974","HLCU7684880","ONE","EVER GIVEN","3104N","VNSGN","SGSIN","2026-01-24 14:24:36","2026-02-09 14:24:36","FE2","BOOKED","2","2026-01-11 14:24:36",""
"BK309253","TCNU4050979","COSCO","SUNNY FREESIA","2201N","VNSGN","VNHPH","2026-01-20 15:21:09","2026-02-16 15:21:09","SE3","CANCELLED","3","2025-12-29 15:21:09",""
"BK458439","TCNU6591100","MAERSK","SUNNY FREESIA","8304N","VNSGN","SGSIN","2026-01-24 14:10:59","2026-02-03 14:10:59","SE3","LOADED","5","2025-12-27 14:10:59",""
"BK876036","HLCU3287071","COSCO","SUNNY FREESIA","2502N","VNSGN","CNSHA","2025-11-27 22:03:00","2025-12-05 22:03:00","TP1","BOOKED","5","2025-11-16 22:03:00",""
"BK501336","MSCU4583076","MSC","EVER GIVEN","8303N","VNSGN","USLAX","2026-01-22 09:58:09","2026-02-01 09:58:09","SE3","CANCELLED","1","2026-01-09 09:58:09",""
"BK603938","CXDU1685139","MSC","KOTA GAYA","2403N","VNSGN","USLAX","2025-12-01 05:59:01","2025-12-12 05:59:01","TP1","LOADED","2","2025-11-19 05:59:01",""
"BK185584","CXDU6134544","MSC","SUNNY FREESIA","3905N","VNSGN","CNSHA","2026-01-14 08:16:14","2026-02-08 08:16:14","SE3","BOOKED","5","2026-01-02 08:16:14",""
"BK170536","TCNU2443126","MSC","KOTA GAYA","4103N","VNSGN","SGSIN","2026-01-25 12:58:53","2026-02-22 12:58:53","FE2","LOADED","4","2026-01-09 12:58:53",""
"BK913289","MSCU9033341","MAERSK","KOTA GAYA","3605N","VNSGN","CNSHA","2026-01-16 10:12:28","2026-02-07 10:12:28","TP1","LOADED","4","2025-12-19 10:12:28",""
"BK397401","PONU4345518","ONE","KOTA GAYA","6902N","VNSGN","CNSHA","2026-01-25 11:32:40","2026-02-21 11:32:40","SE3","BOOKED","5","2026-01-04 11:32:40",""
"BK840177","CXDU8168240","MSC","EVER GIVEN","7302N","VNSGN","SGSIN","2026-01-13 09:50:52","2026-02-03 09:50:52","FE2","CANCELLED","2","2025-12-25 09:50:52",""
"BK972469","MSCU7137880","ONE","EVER GIVEN","3704N","VNSGN","CNSHA","2026-01-23 17:00:21","2026-02-03 17:00:21","TP1","BOOKED","5","2026-01-16 17:00:21",""
"BK345163","CXDU5839501","ONE","MAERSK HANOI","7603N","VNSGN","USLAX","2026-01-23 11:00:37","2026-02-01 11:00:37","TP1","LOADED","2","2026-01-13 11:00:37",""
"BK608004","CXDU2006890","MSC","SUNNY FREESIA","5001N","VNSGN","USLAX","2026-01-18 04:45:29","2026-01-24 04:45:29","FE2","LOADED","3","2026-01-01 04:45:29",""
"BK641814","CXDU7755783","COSCO","SUNNY FREESIA","3004N","VNSGN","VNHPH","2026-01-14 11:05:21","2026-02-13 11:05:21","SE3","CANCELLED","3","2025-12-23 11:05:21",""
"BK808017","HLCU3313244","ONE","SUNNY FREESIA","6104N","VNSGN","VNHPH","2026-01-20 14:18:40","2026-01-29 14:18:40","FE2","BOOKED","3","2026-01-07 14:18:40",""
"BK514909","HLCU5781609","ONE","MSC ISABELLA","5903N","VNSGN","SGSIN","2026-01-20 15:34:03","2026-02-19 15:34:03","SE3","BOOKED","5","2025-12-28 15:34:03",""
"BK581801","TCNU4027104","COSCO","MAERSK HANOI","6504N","VNSGN","CNSHA","2026-01-14 08:09:26","2026-01-31 08:09:26","FE2","LOADED","5","2025-12-28 08:09:26",""
"BK586176","CXDU7190234","COSCO","MAERSK HANOI","3203N","VNSGN","USLAX","2026-01-21 21:18:58","2026-02-04 21:18:58","SE3","BOOKED","3","2025-12-27 21:18:58",""
"BK640107","HLCU2461556","MAERSK","EVER GIVEN","5402N","VNSGN","CNSHA","2026-01-22 07:04:51","2026-02-20 07:04:51","TP1","BOOKED","4","2026-01-01 07:04:51",""
"BK558555","TCNU7886965","ONE","EVER GIVEN","8001N","VNSGN","SGSIN","2026-01-16 07:32:32","2026-01-26 07:32:32","TP1","LOADED","3","2025-12-17 07:32:32",""
"BK347959","TCNU3235121","COSCO","SUNNY FREESIA","5305N","VNSGN","SGSIN","2026-01-15 23:45:23","2026-01-27 23:45:23","FE2","CANCELLED","2","2025-12-18 23:45:23",""
"BK444135","MSCU6104572","ONE","KOTA GAYA","7801N","VNSGN","USLAX","2026-01-25 12:48:46","2026-02-03 12:48:46","FE2","LOADED","2","2026-01-10 12:48:46",""
"BK839077","TCNU7414727","CMA CGM","MSC ISABELLA","3603N","VNSGN","USLAX","2026-01-17 06:35:44","2026-02-03 06:35:44","TP1","BOOKED","3","2026-01-02 06:35:44",""
"BK679078","CXDU1586724","COSCO","MAERSK HANOI","9102N","VNSGN","USLAX","2026-01-15 17:07:46","2026-01-30 17:07:46","TP1","BOOKED","4","2025-12-19 17:07:46",""
"BK408419","TCNU1486031","MSC","KOTA GAYA","9103N","VNSGN","SGSIN","2026-01-14 07:00:14","2026-02-01 07:00:14","SE3","LOADED","1","2025-12-15 07:00:14",""
"BK363489","PONU7797710","COSCO","EVER GIVEN","1302N","VNSGN","CNSHA","2025-12-06 22:10:03","2025-12-26 22:10:03","SE3","CANCELLED","5","2025-11-08 22:10:03",""
"BK554707","MSCU5144337","MSC","MSC ISABELLA","3504N","VNSGN","CNSHA","2026-01-19 09:18:52","2026-02-18 09:18:52","TP1","BOOKED","2","2026-01-09 09:18:52",""
"BK552053","MSCU3375673","COSCO","MAERSK HANOI","2302N","VNSGN","SGSIN","2026-01-14 13:39:01","2026-01-22 13:39:01","SE3","BOOKED","4","2026-01-06 13:39:01",""
"BK503245","TCNU8233656","CMA CGM","MSC ISABELLA","3501N","VNSGN","USLAX","2026-01-23 07:56:25","2026-02-19 07:56:25","FE2","LOADED","5","2026-01-03 07:56:25",""
"BK102796","TCNU8559265","MAERSK","EVER GIVEN","5005N","VNSGN","VNHPH","2026-01-09 09:15:34","2026-02-06 09:15:34","TP1","CANCELLED","2","2025-12-11 09:15:34",""
"BK532410","MSCU6077061","MAERSK","KOTA GAYA","4604N","VNSGN","CNSHA","2026-01-22 05:47:59","2026-02-07 05:47:59","FE2","CANCELLED","5","2026-01-04 05:47:59",""
"BK837080","TCNU8577708","COSCO","MSC ISABELLA","2005N","VNSGN","CNSHA","2026-01-20 14:01:10","2026-01-29 14:01:10","TP1","BOOKED","3","2025-12-26 14:01:10",""
"BK839474","CXDU9619276","ONE","KOTA GAYA","1903N","VNSGN","USLAX","2026-01-21 15:05:09","2026-02-18 15:05:09","FE2","CANCELLED","4","2026-01-08 15:05:09",""
"BK717645","HLCU3818284","ONE","SUNNY FREESIA","7302N","VNSGN","USLAX","2025-12-10 06:57:07","2026-01-04 06:57:07","SE3","CANCELLED","3","2025-11-18 06:57:07",""
"BK139838","CXDU7469815","MAERSK","MSC ISABELLA","4403N","VNSGN","CNSHA","2026-01-23 04:58:27","2026-02-12 04:58:27","SE3","CANCELLED","4","2025-12-28 04:58:27",""
"BK267549","CXDU8491583","CMA CGM","KOTA GAYA","9804N","VNSGN","CNSHA","2026-01-24 09:56:19","2026-02-01 09:56:19","SE3","BOOKED","4","2026-01-06 09:56:19",""
"BK901447","PONU6739004","MSC","SUNNY FREESIA","6002N","VNSGN","VNHPH","2026-01-23 10:13:50","2026-02-09 10:13:50","FE2","LOADED","1","2026-01-16 10:13:50",""
"BK735864","TCNU4128275","ONE","MAERSK HANOI","2303N","VNSGN","SGSIN","2026-01-15 13:27:17","2026-01-20 13:27:17","SE3","CANCELLED","3","2025-12-30 13:27:17",""
"BK672933","TCNU6081233","COSCO","MSC ISABELLA","6703N","VNSGN","SGSIN","2026-01-24 16:41:43","2026-02-01 16:41:43","FE2","CANCELLED","3","2026-01-14 16:41:43",""
"BK972469","PONU7566898","MAERSK","MAERSK HANOI","5303N","VNSGN","SGSIN","2026-01-21 00:45:07","2026-01-28 00:45:07","FE2","BOOKED","5","2026-01-08 00:45:07",""
"BK407924","CXDU1121340","MAERSK","MAERSK HANOI","7605N","VNSGN","USLAX","2026-01-22 05:59:43","2026-02-21 05:59:43","SE3","CANCELLED","4","2026-01-09 05:59:43",""
"BK694816","CXDU9880066","COSCO","KOTA GAYA","1804N","VNSGN","SGSIN","2026-01-21 06:00:11","2026-02-05 06:00:11","TP1","CANCELLED","2","2025-12-30 06:00:11",""
"BK139919","CXDU8105301","CMA CGM","EVER GIVEN","9601N","VNSGN","SGSIN","2026-01-20 15:19:41","2026-02-10 15:19:41","SE3","LOADED","2","2026-01-04 15:19:41",""
"BK678948","HLCU4730762","MAERSK","EVER GIVEN","4202N","VNSGN","CNSHA","2026-01-05 15:34:07","2026-01-17 15:34:07","TP1","CANCELLED","2","2025-12-06 15:34:07",""
"BK756033","PONU3115633","CMA CGM","SUNNY FREESIA","8603N","VNSGN","USLAX","2026-01-19 15:32:54","2026-02-14 15:32:54","FE2","CANCELLED","5","2025-12-28 15:32:54",""
"BK874034","CXDU3358499","MAERSK","EVER GIVEN","6103N","VNSGN","CNSHA","2026-01-06 12:15:14","2026-01-24 12:15:14","FE2","CANCELLED","1","2025-12-16 12:15:14",""
"BK627439","CXDU8335644","ONE","KOTA GAYA","5105N","VNSGN","CNSHA","2026-01-14 17:11:16","2026-01-19 17:11:16","FE2","LOADED","5","2026-01-07 17:11:16",""
"BK756288","TCNU4135171","MAERSK","SUNNY FREESIA","5604N","VNSGN","VNHPH","2026-01-18 14:54:37","2026-02-07 14:54:37","SE3","BOOKED","2","2025-12-22 14:54:37",""
"BK599333","HLCU9359589","CMA CGM","KOTA GAYA","2205N","VNSGN","VNHPH","2026-01-25 15:59:51","2026-02-12 15:59:51","SE3","BOOKED","4","2026-01-02 15:59:51",""
"BK852251","MSCU6854681","MAERSK","SUNNY FREESIA","3403N","VNSGN","CNSHA","2026-01-23 17:36:30","2026-01-31 17:36:30","FE2","BOOKED","2","2026-01-07 17:36:30",""
"BK996529","CXDU6063092","MSC","EVER GIVEN","2804N","VNSGN","USLAX","2026-01-23 13:18:39","2026-01-29 13:18:39","TP1","LOADED","3","2026-01-11 13:18:39",""
"BK191881","HLCU5565764","MAERSK","SUNNY FREESIA","9904N","VNSGN","SGSIN","2026-01-19 17:02:09","2026-02-06 17:02:09","FE2","CANCELLED","1","2026-01-01 17:02:09",""
"BK648285","TCNU4988309","COSCO","KOTA GAYA","3205N","VNSGN","SGSIN","2026-01-18 15:52:57","2026-02-17 15:52:57","FE2","CANCELLED","1","2025-12-28 15:52:57",""
"BK320313","PONU1688294","CMA CGM","SUNNY FREESIA","8603N","VNSGN","CNSHA","2026-01-08 15:06:13","2026-01-24 15:06:13","SE3","BOOKED","3","2025-12-20 15:06:13",""
"BK106489","PONU2540650","MAERSK","SUNNY FREESIA","5604N","VNSGN","CNSHA","2025-12-17 13:50:56","2025-12-26 13:50:56","TP1","CANCELLED","5","2025-11-23 13:50:56",""
"BK241092","HLCU7796440","CMA CGM","MAERSK HANOI","5301N","VNSGN","VNHPH","2025-12-03 19:49:59","2025-12-12 19:49:59","TP1","CANCELLED","5","2025-11-18 19:49:59",""
"BK182616","CXDU5595761","CMA CGM","MAERSK HANOI","9803N","VNSGN","VNHPH","2026-01-22 14:57:35","2026-01-31 14:57:35","TP1","CANCELLED","5","2026-01-10 14:57:35",""
"BK738563","MSCU8687700","MAERSK","EVER GIVEN","3301N","VNSGN","USLAX","2026-01-23 16:40:48","2026-02-16 16:40:48","SE3","LOADED","1","2026-01-16 16:40:48",""
"BK295841","PONU8909374","CMA CGM","MSC ISABELLA","7704N","VNSGN","VNHPH","2026-01-21 12:54:44","2026-02-13 12:54:44","FE2","LOADED","4","2025-12-28 12:54:44",""
"BK755207","PONU2441932","MSC","MAERSK HANOI","7701N","VNSGN","USLAX","2026-01-05 08:13:55","2026-01-26 08:13:55","TP1","CANCELLED","2","2025-12-16 08:13:55",""
"BK533077","CXDU8486275","CMA CGM","MAERSK HANOI","8803N","VNSGN","USLAX","2026-01-20 16:27:00","2026-02-07 16:27:00","FE2","CANCELLED","2","2025-12-24 16:27:00",""
"BK793475","HLCU5856331","COSCO","KOTA GAYA","5102N","VNSGN","SGSIN","2026-01-23 17:50:33","2026-02-20 17:50:33","SE3","BOOKED","1","2025-12-31 17:50:33",""
"BK529564","PONU9700084","ONE","MSC ISABELLA","1103N","VNSGN","VNHPH","2026-01-18 10:59:45","2026-01-24 10:59:45","TP1","LOADED","2","2025-12-29 10:59:45",""
"BK407325","CXDU7513324","CMA CGM","KOTA GAYA","8101N","VNSGN","USLAX","2026-01-15 17:14:59","2026-02-02 17:14:59","TP1","CANCELLED","4","2025-12-27 17:14:59",""
"BK918293","PONU6990674","MAERSK","KOTA GAYA","4905N","VNSGN","USLAX","2026-01-23 09:17:31","2026-02-22 09:17:31","FE2","LOADED","2","2026-01-05 09:17:31",""
"BK629681","MSCU2062497","MAERSK","SUNNY FREESIA","1501N","VNSGN","SGSIN","2026-01-18 17:25:44","2026-02-08 17:25:44","TP1","CANCELLED","3","2025-12-20 17:25:44",""
"BK350139","TCNU5529789","CMA CGM","SUNNY FREESIA","2305N","VNSGN","SGSIN","2026-01-24 13:48:49","2026-01-30 13:48:49","SE3","BOOKED","4","2026-01-10 13:48:49",""
"BK698349","CXDU2538821","MAERSK","KOTA GAYA","6605N","VNSGN","USLAX","2026-01-14 13:36:41","2026-02-05 13:36:41","SE3","LOADED","1","2026-01-06 13:36:41",""
"BK355629","TCNU5806431","MAERSK","MAERSK HANOI","1602N","VNSGN","USLAX","2026-01-21 13:34:32","2026-02-03 13:34:32","FE2","BOOKED","5","2026-01-13 13:34:32",""
"BK843520","PONU3296866","MSC","KOTA GAYA","5605N","VNSGN","CNSHA","2026-01-16 09:29:59","2026-01-22 09:29:59","SE3","CANCELLED","4","2025-12-27 09:29:59",""
"BK547675","HLCU4780185","ONE","SUNNY FREESIA","3402N","VNSGN","USLAX","2025-11-27 10:20:35","2025-12-18 10:20:35","SE3","BOOKED","1","2025-11-12 10:20:35",""
"BK113160","HLCU1223523","MAERSK","KOTA GAYA","9602N","VNSGN","VNHPH","2026-01-17 00:22:27","2026-02-15 00:22:27","FE2","CANCELLED","3","2025-12-31 00:22:27",""
"BK908626","MSCU4499561","COSCO","EVER GIVEN","6401N","VNSGN","VNHPH","2026-01-14 08:39:03","2026-02-04 08:39:03","FE2","CANCELLED","3","2026-01-06 08:39:03",""
"BK432056","MSCU5944454","COSCO","MAERSK HANOI","1604N","VNSGN","VNHPH","2025-12-11 09:37:10","2026-01-09 09:37:10","SE3","CANCELLED","4","2025-11-21 09:37:10",""
"BK560892","PONU7229693","COSCO","MSC ISABELLA","3803N","VNSGN","USLAX","2026-01-20 15:41:14","2026-02-11 15:41:14","SE3","BOOKED","3","2026-01-07 15:41:14",""
"BK379580","MSCU8813566","MAERSK","MAERSK HANOI","8301N","VNSGN","CNSHA","2025-12-09 14:52:25","2025-12-21 14:52:25","SE3","LOADED","1","2025-11-11 14:52:25",""
"BK782920","HLCU3694031","MAERSK","MSC ISABELLA","2004N","VNSGN","CNSHA","2026-01-15 16:44:16","2026-01-28 16:44:16","TP1","BOOKED","5","2025-12-31 16:44:16",""
"BK989419","CXDU3835886","ONE","EVER GIVEN","7901N","VNSGN","SGSIN","2026-01-21 08:31:40","2026-02-20 08:31:40","TP1","CANCELLED","1","2026-01-07 08:31:40",""
"BK823513","PONU3399769","COSCO","MAERSK HANOI","1201N","VNSGN","CNSHA","2025-12-30 17:50:57","2026-01-24 17:50:57","SE3","LOADED","3","2025-12-06 17:50:57",""
"BK538939","PONU1072110","CMA CGM","MAERSK HANOI","3901N","VNSGN","USLAX","2026-01-24 13:29:39","2026-02-10 13:29:39","TP1","LOADED","3","2026-01-03 13:29:39",""
"BK742211","PONU5283839","ONE","SUNNY FREESIA","8103N","VNSGN","SGSIN","2026-01-25 15:51:44","2026-02-22 15:51:44","TP1","LOADED","2","2026-01-18 15:51:44",""
"BK916570","MSCU1829267","ONE","MAERSK HANOI","9302N","VNSGN","CNSHA","2026-01-23 12:41:25","2026-02-09 12:41:25","TP1","CANCELLED","1","2026-01-11 12:41:25",""
"BK970061","PONU1540558","COSCO","EVER GIVEN","7901N","VNSGN","VNHPH","2026-01-15 14:29:53","2026-01-25 14:29:53","SE3","LOADED","2","2025-12-29 14:29:53",""
"BK555635","MSCU3144327","CMA CGM","EVER GIVEN","1604N","VNSGN","VNHPH","2025-11-29 00:35:11","2025-12-25 00:35:11","SE3","CANCELLED","5","2025-11-12 00:35:11",""
"BK406364","PONU9246058","CMA CGM","EVER GIVEN","9602N","VNSGN","USLAX","2026-01-25 12:47:10","2026-02-05 12:47:10","FE2","LOADED","3","2026-01-16 12:47:10",""
"BK592721","MSCU2612907","MSC","MSC ISABELLA","9104N","VNSGN","CNSHA","2026-01-25 16:18:17","2026-02-24 16:18:17","SE3","LOADED","3","2025-12-31 16:18:17",""
"BK282158","HLCU2264850","COSCO","EVER GIVEN","1304N","VNSGN","VNHPH","2026-01-22 22:58:53","2026-02-13 22:58:53","TP1","LOADED","1","2026-01-15 22:58:53",""
"BK885893","MSCU2471702","ONE","MSC ISABELLA","3604N","VNSGN","USLAX","2026-01-24 09:06:26","2026-02-14 09:06:26","SE3","LOADED","4","2026-01-10 09:06:26",""
"BK376585","PONU6374047","CMA CGM","MSC ISABELLA","5203N","VNSGN","VNHPH","2026-01-14 12:22:22","2026-01-20 12:22:22","FE2","BOOKED","4","2025-12-20 12:22:22",""
"BK632915","TCNU5057544","MAERSK","SUNNY FREESIA","3301N","VNSGN","USLAX","2026-01-18 10:48:04","2026-02-11 10:48:04","SE3","CANCELLED","2","2025-12-25 10:48:04",""
"BK796997","TCNU8107492","CMA CGM","MSC ISABELLA","6005N","VNSGN","VNHPH","2026-01-18 13:23:02","2026-02-11 13:23:02","FE2","CANCELLED","4","2025-12-27 13:23:02",""
"BK632804","MSCU5459541","ONE","SUNNY FREESIA","3602N","VNSGN","CNSHA","2026-01-25 08:25:17","2026-02-21 08:25:17","TP1","BOOKED","4","2026-01-03 08:25:17",""
"BK509920","CXDU3828763","CMA CGM","SUNNY FREESIA","7202N","VNSGN","VNHPH","2026-01-16 16:23:18","2026-01-30 16:23:18","SE3","LOADED","1","2025-12-30 16:23:18",""
"BK425504","MSCU5713500","MAERSK","MAERSK HANOI","5005N","VNSGN","CNSHA","2026-01-25 10:44:42","2026-02-17 10:44:42","SE3","BOOKED","5","2025-12-29 10:44:42",""
"BK877324","CXDU5659862","ONE","EVER GIVEN","8502N","VNSGN","CNSHA","2026-01-18 13:05:23","2026-02-01 13:05:23","FE2","BOOKED","3","2026-01-10 13:05:23",""
"BK487937","TCNU3370719","MAERSK","EVER GIVEN","3102N","VNSGN","VNHPH","2026-01-04 08:03:29","2026-01-16 08:03:29","SE3","CANCELLED","4","2025-12-21 08:03:29",""
"BK437661","TCNU7420429","COSCO","KOTA GAYA","7101N","VNSGN","CNSHA","2026-01-19 11:16:15","2026-01-27 11:16:15","FE2","CANCELLED","3","2026-01-02 11:16:15",""
"BK795857","PONU2078552","ONE","EVER GIVEN","9102N","VNSGN","SGSIN","2026-01-23 13:40:16","2026-02-10 13:40:16","FE2","BOOKED","5","2026-01-09 13:40:16",""
"BK500361","TCNU2745325","ONE","MAERSK HANOI","1102N","VNSGN","CNSHA","2026-01-05 09:12:56","2026-01-22 09:12:56","TP1","CANCELLED","5","2025-12-27 09:12:56",""
"BK288688","CXDU7979255","MAERSK","MAERSK HANOI","7601N","VNSGN","CNSHA","2026-01-14 11:17:54","2026-02-04 11:17:54","FE2","CANCELLED","1","2025-12-30 11:17:54",""
"BK854126","MSCU7471006","COSCO","SUNNY FREESIA","5705N","VNSGN","CNSHA","2026-01-21 16:12:47","2026-01-27 16:12:47","SE3","BOOKED","5","2026-01-05 16:12:47",""
"BK344465","HLCU1779325","MAERSK","MSC ISABELLA","8401N","VNSGN","SGSIN","2026-01-14 12:35:50","2026-01-24 12:35:50","SE3","CANCELLED","3","2025-12-30 12:35:50",""
"BK626822","HLCU1864589","CMA CGM","MSC ISABELLA","9404N","VNSGN","CNSHA","2026-01-04 14:28:48","2026-01-15 14:28:48","TP1","BOOKED","5","2025-12-06 14:28:48",""
"BK454678","CXDU5960216","COSCO","KOTA GAYA","2105N","VNSGN","VNHPH","2025-12-10 02:26:42","2026-01-09 02:26:42","SE3","LOADED","5","2025-11-19 02:26:42",""
"BK649745","CXDU8114058","MSC","EVER GIVEN","8203N","VNSGN","SGSIN","2026-01-24 10:37:05","2026-02-10 10:37:05","FE2","LOADED","3","2025-12-31 10:37:05",""
"BK821824","CXDU8819934","MAERSK","MAERSK HANOI","1404N","VNSGN","VNHPH","2026-01-20 01:21:11","2026-02-11 01:21:11","FE2","LOADED","5","2025-12-24 01:21:11",""
"BK419346","CXDU8534908","ONE","SUNNY FREESIA","2604N","VNSGN","SGSIN","2026-01-25 08:49:17","2026-02-06 08:49:17","FE2","LOADED","5","2026-01-13 08:49:17",""
"BK896133","TCNU2028869","MAERSK","MAERSK HANOI","1101N","VNSGN","USLAX","2025-12-15 08:46:41","2026-01-02 08:46:41","SE3","CANCELLED","2","2025-11-26 08:46:41",""
"BK384705","HLCU2202511","COSCO","EVER GIVEN","2303N","VNSGN","CNSHA","2025-12-17 15:37:50","2025-12-30 15:37:50","TP1","LOADED","4","2025-12-04 15:37:50",""
"BK990275","HLCU4605408","CMA CGM","MSC ISABELLA","7002N","VNSGN","USLAX","2026-01-05 10:42:22","2026-01-10 10:42:22","FE2","LOADED","4","2025-12-06 10:42:22",""
"BK151786","PONU2576806","MSC","SUNNY FREESIA","2201N","VNSGN","CNSHA","2026-01-16 08:12:18","2026-01-30 08:12:18","TP1","CANCELLED","2","2025-12-23 08:12:18",""
"BK561410","CXDU7049505","MAERSK","KOTA GAYA","3501N","VNSGN","SGSIN","2026-01-18 10:02:25","2026-02-01 10:02:25","TP1","BOOKED","4","2026-01-06 10:02:25",""
"BK767969","TCNU9222263","COSCO","MAERSK HANOI","2103N","VNSGN","CNSHA","2026-01-15 09:44:56","2026-01-20 09:44:56","TP1","LOADED","2","2025-12-22 09:44:56",""
"BK863841","MSCU2516056","MSC","KOTA GAYA","2904N","VNSGN","CNSHA","2026-01-22 17:45:31","2026-01-29 17:45:31","SE3","LOADED","5","2026-01-11 17:45:31",""
"BK784093","CXDU3604749","MSC","EVER GIVEN","7903N","VNSGN","VNHPH","2026-01-10 02:10:49","2026-01-31 02:10:49","TP1","LOADED","4","2025-12-30 02:10:49",""
"BK344342","PONU3506222","COSCO","EVER GIVEN","3904N","VNSGN","VNHPH","2026-01-24 14:36:50","2026-02-08 14:36:50","TP1","CANCELLED","2","2025-12-31 14:36:50",""
"BK998984","PONU4350066","COSCO","EVER GIVEN","2303N","VNSGN","VNHPH","2026-01-19 08:02:22","2026-02-12 08:02:22","TP1","LOADED","1","2026-01-03 08:02:22",""
"BK516786","TCNU6165288","MSC","MSC ISABELLA","9905N","VNSGN","USLAX","2025-12-25 08:47:51","2025-12-31 08:47:51","SE3","CANCELLED","4","2025-12-16 08:47:51",""
"BK856308","HLCU7328144","MSC","KOTA GAYA","1802N","VNSGN","USLAX","2026-01-18 09:02:44","2026-02-09 09:02:44","TP1","CANCELLED","3","2026-01-04 09:02:44",""
"BK164500","CXDU1765879","MAERSK","MAERSK HANOI","8703N","VNSGN","SGSIN","2026-01-22 16:02:44","2026-02-06 16:02:44","FE2","CANCELLED","2","2026-01-13 16:02:44",""
"BK870787","HLCU2462641","CMA CGM","KOTA GAYA","4403N","VNSGN","VNHPH","2026-01-19 09:29:50","2026-02-06 09:29:50","TP1","BOOKED","2","2026-01-12 09:29:50",""
"BK720514","TCNU8379587","MAERSK","SUNNY FREESIA","8405N","VNSGN","SGSIN","2026-01-18 12:31:29","2026-02-04 12:31:29","TP1","LOADED","1","2025-12-22 12:31:29",""
"BK263149","TCNU7691713","CMA CGM","EVER GIVEN","5801N","VNSGN","CNSHA","2026-01-25 12:20:52","2026-02-04 12:20:52","SE3","LOADED","4","2026-01-16 12:20:52",""
"BK784675","TCNU4404698","MAERSK","MSC ISABELLA","1805N","VNSGN","SGSIN","2026-01-19 10:59:34","2026-02-12 10:59:34","FE2","LOADED","3","2026-01-04 10:59:34",""
"BK362271","PONU7119185","CMA CGM","SUNNY FREESIA","1205N","VNSGN","SGSIN","2026-01-18 17:09:14","2026-02-03 17:09:14","TP1","BOOKED","3","2026-01-06 17:09:14",""
"BK609621","CXDU9415518","CMA CGM","KOTA GAYA","3304N","VNSGN","VNHPH","2026-01-21 08:14:01","2026-01-30 08:14:01","FE2","LOADED","3","2025-12-31 08:14:01",""
"BK286145","TCNU6737382","COSCO","KOTA GAYA","5301N","VNSGN","USLAX","2026-01-21 16:16:55","2026-02-03 16:16:55","SE3","CANCELLED","2","2026-01-13 16:16:55",""
"BK712426","TCNU6362419","CMA CGM","EVER GIVEN","6602N","VNSGN","CNSHA","2026-01-22 15:06:07","2026-02-06 15:06:07","SE3","LOADED","4","2025-12-24 15:06:07",""
